Gene,kTotal,Rank
Os02g0170100,84.8074708738035,185
Os01g0957100,84.7326961211675,186
Os05g0556700,84.5872684424743,187
Os01g0243700,84.524056570787,188
Os09g0538500,84.4012350756692,189
Os05g0543100,84.3640282018718,190
Os06g0227250,84.2430293891159,191
Os06g0168600,84.1195031850489,192
Os04g0408600,83.370076107681,193
Os05g0394200,83.3168866786587,194
Os02g0175400,83.2107376283679,195
Os03g0248000,82.773924512721,196
Os01g0917200,82.7208134386196,197
Os03g0184500,82.6836977216681,198
Os03g0343500,82.2773719310051,199
Os10g0556100,82.2718903090679,200
Os05g0477300,81.8636212208955,201
Os07g0637300,81.8398540648772,202
Os06g0274200,81.6031172668122,203
Os12g0273700,81.5671062837311,204
Os07g0690400,81.5328273242101,205
Os06g0562600,81.5166517875568,206
Os02g0511901,81.2572538080885,207
Os01g0294700,81.2523205304313,208
Os05g0210600,81.2005734424555,209
Os01g0914300,81.1815083510924,210
Os11g0107700,81.0730659088484,211
Os03g0161100,80.9274343024377,212
Os04g0597866,80.894667852195,213
Os03g0265300,80.8436455979471,214
Os03g0335500,80.6481925136885,215
Os12g0487500,80.3981772734644,216
Os09g0542000,80.332556985794,217
Os04g0629700,80.2714782702013,218
Os03g0607600,80.0747985744466,219
Os03g0817800,79.9315986168044,220
Os12g0507300,79.8866559106088,221
Os05g0372400,79.8409288865405,222
Os07g0546700,79.5618767443315,223
Os06g0181566,79.545754790574,224
Os11g0708100,79.5113342215786,225
Os05g0459400,79.3722249666628,226
Os05g0358200,79.2277347362972,227
Os05g0503000,79.1566107477956,228
Os12g0182200,79.151292107158,229
Os07g0462200,79.1014685213852,230
Os10g0577400,78.9725511844906,231
Os07g0474300,78.9127659805483,232
Os05g0563600,78.7882516704736,233
Os05g0397900,78.6646419698989,234
Os03g0154700,78.6485165218608,235
Os01g0786900,78.5210969046446,236
Os03g0297300,78.2325147041785,237
Os02g0628200,78.1706031418137,238
Os10g0463800,78.1661007916214,239
Os03g0297800,78.0807140942904,240
Os01g0964133,78.0477024137524,241
Os01g0616300,77.9818495470856,242
Os09g0422500,77.9191938992273,243
Os08g0230200,77.6883875186988,244
Os02g0732200,77.6543257607144,245
Os06g0567000,77.4476391395299,246
Os07g0673200,77.1625051694547,247
Os12g0409800,77.0600187822284,248
Os07g0659500,76.9291259225566,249
Os03g0200500,76.7690766560111,250
Os09g0454300,76.5905712387027,251
Os03g0856300,76.5712291479981,252
Os02g0103700,76.5555026059701,253
Os07g0170100,76.5039448447721,254
Os05g0156700,76.4945290917413,255
Os05g0528900,76.4661029950394,256
Os08g0561500,76.4473254169457,257
Os04g0554500,76.3707285143533,258
Os07g0112700,76.3353859261064,259
Os03g0292800,76.2511280488054,260
Os07g0662500,76.229697121568,261
Os11g0247300,76.1963787313172,262
Os02g0821200,76.133848064465,263
Os12g0547500,76.1090568435466,264
Os08g0359600,75.9614265843476,265
Os08g0546700,75.7487320833154,266
Os02g0656200,75.52114360693,267
Os08g0160500,75.381755984526,268
Os01g0133200,75.3783786709636,269
Os11g0602600,75.375954429779,270
Os05g0556900,75.3558113141486,271
Os05g0440800,75.1479750670462,272
Os12g0125300,75.1095512827384,273
Os01g0896200,75.0960031482022,274
Os08g0513300,75.0474430987184,275
Os02g0715300,74.9369505267234,276
Os09g0439000,74.8704562979004,277
Os04g0398000,74.6651668664466,278
Os09g0416900,74.6122107666355,279
Os04g0376700,74.5464557918802,280
Os11g0160100,74.43366808975,281
Os05g0480400,74.2554998601616,282
Os02g0802200,74.1412895200356,283
Os02g0102400,73.9915985153229,284
Os12g0405700,73.8552599337733,285
Os02g0448400,73.8146363241953,286
Os04g0588200,73.6567739081696,287
Os04g0486500,73.5764243569844,288
Os04g0511700,73.5146277703511,289
Os12g0508300,73.4755038604159,290
Os01g0860300,73.4732917032766,291
Os02g0783625,73.2238480585724,292
Os12g0289600,73.2111636761028,293
Os11g0181400,73.175422332687,294
Os01g0328400,72.8787901506505,295
Os09g0436600,72.876889015753,296
Os06g0728800,72.8191633511377,297
Os03g0358100,72.7972451464151,298
Os06g0571400,72.701211009183,299
Os09g0547200,72.6344955092226,300
Os09g0468900,72.5323248140735,301
Os12g0601400,72.4753319943794,302
Os11g0629300,72.3811809076703,303
Os01g0170500,72.3740424154639,304
Os05g0167600,72.3707712801535,305
Os10g0579500,72.3019604525173,306
Os01g0678600,72.2413519859786,307
Os03g0802900,72.2137906138665,308
Os12g0112200,72.1903186475608,309
Os10g0371000,72.0398583000216,310
Os02g0168100,71.8171990387545,311
Os02g0675700,71.6543748737234,312
Os01g0750300,71.5801011644353,313
Os09g0556300,71.2559028301719,314
Os09g0286300,71.048036068094,315
Os09g0452200,70.9645139095601,316
Os05g0155100,70.9133762274679,317
Os05g0499300,70.7965411922745,318
Os08g0502400,70.7069912423047,319
Os01g0744000,70.4939122053895,320
Os07g0184300,70.3783114807998,321
Os07g0628600,70.3260365363883,322
Os07g0139600,70.2739036744107,323
Os05g0513400,69.9434315776424,324
Os11g0141000,69.8390902242685,325
Os08g0359500,69.816975995612,326
Os11g0655800,69.7509913586611,327
Os07g0616900,69.6494717444495,328
Os06g0115500,69.6432083819965,329
Os05g0459900,69.5165301202039,330
Os07g0271000,69.4415040318808,331
Os12g0183100,69.3876677784433,332
Os03g0219900,69.3796909131318,333
Os04g0683600,69.3550021360172,334
Os09g0482720,69.0933016092995,335
Os11g0247500,68.9555308952468,336
Os12g0533400,68.9146635188057,337
Os01g0819100,68.9069609118489,338
Os01g0679700,68.8622954052511,339
Os07g0565000,68.8222871843147,340
Os05g0454200,68.8072171138106,341
Os03g0356300,68.658345525806,342
Os01g0738300,68.6288751013244,343
Os05g0274900,68.5764396998848,344
Os02g0100100,68.5264525232412,345
Os10g0571300,68.5033045497008,346
Os10g0135600,68.433159971026,347
Os02g0655800,68.35627922722,348
Os08g0505200,68.2333040046225,349
Os12g0178100,68.1345801647311,350
Os03g0421800,68.1100740101801,351
Os06g0140700,68.1075797661462,352
Os03g0788600,68.0948829243629,353
Os02g0815000,68.0701375390636,354
Os11g0579800,68.0664802368039,355
Os05g0147400,68.0649680584084,356
Os03g0712100,68.0238495231232,357
Os03g0401300,68.0198821166864,358
Os08g0559200,67.9155048907077,359
Os01g0934000,67.9034357573258,360
Os12g0541500,67.8700350757735,361
Os05g0409400,67.7817050309986,362
Os05g0516800,67.7070114512613,363
Os07g0435300,67.70154704404,364
Os07g0415200,67.6792749638097,365
Os11g0605500,67.6471263183799,366
Os01g0142100,67.5751599843532,367
Os07g0109400,67.450317935914,368
Os01g0716200,67.4237485299835,369
Os12g0583700,67.4028285038352,370
Os11g0549650,67.2817504828948,371
Os09g0294000,67.2330004602934,372
Os08g0493800,67.2110914761327,373
Os09g0568400,67.1775267610683,374
Os02g0814700,67.1121208414855,375
Os07g0463400,67.0522731603718,376
Os03g0652000,67.0383198313136,377
Os09g0279500,66.9867221888989,378
Os02g0229000,66.9396210321044,379
Os05g0319700,66.9133519900691,380
Os02g0186700,66.911986481235,381
Os04g0224900,66.8960666749851,382
Os03g0139100,66.7906643694442,383
Os08g0156800,66.7183477759911,384
Os02g0655700,66.7116018086343,385
Os03g0718100,66.6725158742304,386
Os01g0276000,66.6442179198764,387
Os05g0413200,66.5768215357367,388
Os01g0314100,66.5188629600363,389
Os04g0486600,66.4623972734841,390
Os10g0552800,66.4420483169398,391
Os02g0658100,66.3437452191057,392
Os06g0555400,66.3287421520916,393
Os05g0163700,66.2366494108046,394
Os02g0287000,66.2358605186012,395
Os03g0336600,66.150076965125,396
Os04g0614600,66.1211675923907,397
Os03g0818400,66.1174821505666,398
Os12g0137500,66.090590968256,399
Os01g0710000,66.0617417407373,400
Os10g0170200,66.0574834077911,401
Os10g0577000,66.0472801834326,402
Os03g0638400,66.0073842226356,403
Os08g0310100,65.9647937362933,404
Os02g0805200,65.8995518031148,405
Os09g0307300,65.8865476680585,406
Os03g0852500,65.8710253201594,407
Os03g0115000,65.7615209131215,408
Os07g0471000,65.7126870817645,409
Os11g0696200,65.6634032698435,410
Os10g0554900,65.6091972743045,411
Os12g0569200,65.5500218474171,412
Os10g0450000,65.5497208647527,413
Os03g0577000,65.529420448701,414
Os02g0783700,65.4844231605788,415
Os03g0322800,65.4698691528836,416
Os03g0232900,65.3852366362415,417
Os03g0264800,65.375424563787,418
Os07g0626300,65.3556064668576,419
Os10g0478200,65.3327727812228,420
Os06g0245800,65.3141384340208,421
Os03g0249400,65.2452390049392,422
Os02g0699600,65.2369917947436,423
Os04g0439100,65.1473258516122,424
Os06g0332800,65.0554703182947,425
Os01g0616366,65.0465835683515,426
Os05g0109600,65.0138583735789,427
Os04g0182800,64.9297701718621,428
Os08g0191600,64.7483901349163,429
Os07g0180900,64.7360338520739,430
Os02g0794400,64.6329630952131,431
Os02g0450000,64.5308644870435,432
Os01g0911300,64.5234035612584,433
Os05g0511000,64.3463749205598,434
Os02g0167300,64.332176027153,435
Os02g0616600,64.224481799511,436
Os12g0167700,64.203763353594,437
Os03g0810800,64.1702826240649,438
Os07g0148800,64.1684962255662,439
Os10g0100300,64.0580494721758,440
Os03g0643300,64.0171329604947,441
Os05g0478300,63.9385593436525,442
Os04g0472700,63.9362057378429,443
Os03g0807800,63.8638418443197,444
Os11g0614900,63.8157518821271,445
Os01g0100700,63.5955153147815,446
Os04g0275950,63.5739476262093,447
Os06g0297600,63.5460096910794,448
Os03g0818100,63.5352238025771,449
Os05g0135500,63.5194166506029,450
Os07g0141400,63.480483791026,451
Os11g0551800,63.4667382430996,452
Os07g0613200,63.4608420223963,453
Os01g0925300,63.4217251142035,454
Os10g0483000,63.3752764012552,455
Os01g0971200,63.2666109768759,456
Os04g0412800,63.1626010613759,457
Os01g0972900,63.0283509473413,458
Os04g0631800,62.9600843241905,459
Os11g0648000,62.7537415849725,460
Os01g0798500,62.6915303905572,461
Os11g0147150,62.5922500970627,462
Os03g0809300,62.3708661329465,463
Os08g0499100,62.3605733042156,464
Os03g0134900,62.3591619134724,465
Os12g0484900,62.2871919671758,466
Os03g0859800,62.1705590671921,467
Os11g0490900,62.063257232531,468
Os03g0647800,62.0577068556439,469
Os02g0512200,62.0306614429921,470
Os04g0623800,62.0014400738381,471
Os06g0715100,61.9924085323917,472
Os05g0358700,61.9438796919932,473
Os05g0547600,61.9238162657817,474
Os05g0464001,61.905046897541,475
Os03g0795800,61.8473349165919,476
Os01g0140400,61.8148078177416,477
Os03g0136200,61.8047306353939,478
Os02g0792600,61.6735557154982,479
Os09g0544900,61.6417701962629,480
Os03g0815400,61.5888656207302,481
Os06g0678800,61.5609442838442,482
Os08g0242800,61.5410184811181,483
Os08g0399600,61.4830467621698,484
Os02g0770700,61.4801452569917,485
Os03g0250200,61.3351295925901,486
Os06g0154900,61.3213407695564,487
Os06g0707200,61.2062729805354,488
Os01g0773700,61.1418364607014,489
Os02g0742000,61.0988436721437,490
Os04g0476600,61.0952671096783,491
Os05g0160200,61.0376249718521,492
Os02g0709800,60.9978177035278,493
Os04g0177300,60.978549340695,494
Os02g0817700,60.9713012030098,495
Os11g0171300,60.8985211996058,496
Os01g0125900,60.8083720539879,497
Os01g0823300,60.7885091278719,498
Os07g0150200,60.767127852581,499
Os07g0187200,60.7540282319805,500
Os09g0567400,60.7313423113027,501
Os07g0406800,60.6810352427905,502
Os03g0293100,60.6236085127852,503
Os02g0803200,60.6230965619368,504
Os04g0413600,60.6031968430995,505
Os05g0105200,60.4713053348265,506
Os02g0265900,60.4368845226125,507
Os12g0601000,60.4330439703473,508
Os04g0486800,60.3606821245528,509
Os02g0821900,60.2136118184085,510
Os02g0829800,60.1641747776557,511
Os01g0833500,60.1520650691962,512
Os08g0266700,60.1101599706415,513
Os03g0106400,60.0524647565563,514
Os03g0685000,60.0200008806935,515
Os02g0478600,60.0145900209556,516
Os03g0297400,59.8544381127599,517
Os08g0562200,59.8448465404717,518
Os02g0123600,59.7463736957528,519
Os05g0510800,59.7374692199369,520
Os11g0638000,59.7106974694358,521
Os11g0112800,59.6857590236882,522
Os01g0757400,59.6112230699664,523
Os09g0439700,59.5691759531615,524
Os04g0433200,59.5256919619996,525
Os02g0489400,59.5104077563855,526
Os07g0155200,59.5022013252271,527
Os04g0615100,59.4837319957596,528
Os03g0352800,59.4764495437556,529
Os01g0723200,59.4561179561332,530
Os03g0149200,59.4384106202796,531
Os03g0294800,59.3929891311262,532
Os01g0283500,59.3706143186869,533
Os04g0551800,59.2785612963206,534
Os01g0278900,59.1738440843397,535
Os03g0704000,59.1633529307427,536
Os06g0284200,59.1379446105838,537
Os01g0195400,59.086435559428,538
Os03g0120000,58.8663601531549,539
Os04g0470100,58.8560923827135,540
Os03g0318600,58.7903352065206,541
Os01g0611000,58.7300651577671,542
Os11g0536800,58.7106144695202,543
Os03g0803800,58.7015062550659,544
Os03g0302000,58.6546154643888,545
Os02g0739000,58.6159460452367,546
Os11g0425300,58.5992609352465,547
Os03g0626200,58.5847033927871,548
Os01g0773400,58.5465631418199,549
Os03g0198500,58.5423984859783,550
Os08g0107500,58.4805645259327,551
Os05g0117798,58.4609356864378,552
Os03g0286500,58.4569958282374,553
Os07g0232200,58.4251470814029,554
Os07g0166700,58.4230072442559,555
Os08g0434632,58.3958201012463,556
Os08g0316900,58.3860395737377,557
Os01g0833100,58.3253217737451,558
Os01g0966100,58.3037257610443,559
Os03g0429800,58.2554463060956,560
Os02g0555700,58.2352391057619,561
Os12g0233300,58.1573344122937,562
Os07g0168000,58.1237212871751,563
Os03g0315800,58.0709683320906,564
Os01g0502700,58.0464244819101,565
Os04g0301700,57.9643917446659,566
Os01g0265100,57.9468700400307,567
Os03g0329200,57.7761795245593,568
Os07g0145400,57.7549673503784,569
Os01g0842500,57.7056030690873,570
Os01g0211800,57.6645315581608,571
Os03g0835400,57.626159708893,572
Os01g0558600,57.6215126490268,573
Os12g0633200,57.6168757183828,574
Os03g0265400,57.567327450048,575
Os01g0756200,57.5640715564564,576
Os08g0112300,57.5537608611016,577
Os06g0714000,57.4669746022319,578
Os03g0210500,57.4613000940481,579
Os02g0831400,57.3730086832129,580
Os07g0295800,57.318697405651,581
Os04g0659900,57.3073031975776,582
Os01g0861900,57.2639883227671,583
Os03g0710600,57.2481063891497,584
Os09g0521400,57.2061501800374,585
Os03g0309000,57.2040700778543,586
Os09g0277800,57.1759235253006,587
Os01g0978500,57.1333227787409,588
Os05g0548900,57.0642850888185,589
Os09g0481200,57.0619612735385,590
Os06g0103300,57.0607270317118,591
Os07g0635700,57.0548354854845,592
Os05g0176000,57.0285855714019,593
Os02g0705400,57.0242340566175,594
Os02g0198400,56.9942904780717,595
Os08g0561800,56.9502504815223,596
Os06g0128500,56.9210352957633,597
Os01g0124650,56.9187363708408,598
Os03g0304500,56.9178215196435,599
Os08g0192900,56.8870902485,600
Os07g0573300,56.7727262598883,601
Os09g0507400,56.7196599772403,602
Os12g0639800,56.6648084046316,603
Os08g0154300,56.6336537963045,604
Os02g0284600,56.6037693428436,605
Os04g0105300,56.5734364510002,606
Os06g0156600,56.5468786609937,607
Os04g0106300,56.5401398369983,608
Os01g0958700,56.5325885478463,609
Os03g0278000,56.5289091262747,610
Os01g0103000,56.4946166121997,611
Os09g0568266,56.4246521717419,612
Os04g0609600,56.4225662563757,613
Os02g0478700,56.4212745282365,614
Os03g0827700,56.4192414241523,615
Os05g0443800,56.3978815005051,616
Os09g0498100,56.3957693848292,617
Os03g0732200,56.1938847854573,618
Os08g0382400,56.193594072344,619
Os02g0601100,56.1554445664526,620
Os05g0424800,56.1176206591735,621
Os03g0128000,56.0927025783335,622
Os07g0245100,56.0144438477488,623
Os02g0481700,55.9717839097392,624
Os08g0474700,55.8936425853012,625
Os01g0511100,55.8881692582449,626
Os03g0597600,55.8720774129287,627
Os05g0210500,55.8405239313616,628
Os02g0111700,55.7378344473319,629
Os03g0569900,55.7014626529551,630
Os04g0337500,55.5024877776313,631
Os10g0404900,55.4875299848536,632
Os06g0552400,55.4444208889025,633
Os01g0165000,55.4425417818537,634
Os01g0756600,55.4255945742057,635
Os05g0205050,55.4089471671836,636
Os06g0136800,55.3914075435579,637
Os02g0689200,55.3167886876839,638
Os08g0491200,55.2895670498575,639
Os12g0210800,55.2770073344543,640
Os02g0709200,55.2741017689766,641
Os06g0127000,55.2393472623174,642
Os02g0670000,55.2071517925203,643
Os01g0762000,55.2055281128344,644
Os05g0350500,55.1294168888485,645
Os02g0200800,55.1217851453891,646
Os05g0170000,55.0735354584007,647
Os12g0507350,55.062504522414,648
Os02g0652600,55.0438463495927,649
Os05g0122600,55.0080221951353,650
Os06g0237800,54.9258624551064,651
Os01g0720500,54.922790410544,652
Os06g0115400,54.8779615852603,653
Os05g0102900,54.8732141476712,654
Os02g0591700,54.8140925271453,655
Os03g0231600,54.8130077533194,656
Os10g0510000,54.6629696398837,657
Os06g0701400,54.6294641419288,658
Os10g0407100,54.6096547955285,659
Os06g0166900,54.5650298272809,660
Os04g0605900,54.4806681307173,661
Os12g0104400,54.4772321794051,662
Os02g0797200,54.4505733256141,663
Os02g0621500,54.4472533885406,664
Os01g0896400,54.353882271673,665
Os02g0740600,54.2148209924385,666
Os01g0108000,54.1739064551991,667
Os02g0813500,54.141168415996,668
Os06g0136000,54.1405386393581,669
Os03g0279200,54.0968481191925,670
Os08g0162800,54.0955532165011,671
Os03g0736400,54.0537622421863,672
Os05g0305900,54.0334126599503,673
Os04g0321800,54.0045849763658,674
Os03g0355700,53.9596179032821,675
Os02g0735900,53.9315991928437,676
Os04g0459500,53.9277901019939,677
Os08g0558100,53.9213969583743,678
Os04g0485800,53.8752874730781,679
Os05g0279400,53.8727432114702,680
Os03g0758700,53.8554519189787,681
Os01g0511200,53.7677045295572,682
Os06g0474500,53.75975161481,683
Os01g0815800,53.7213880312946,684
Os02g0232400,53.675805179843,685
Os01g0251100,53.6334797782679,686
Os07g0655400,53.5767848461461,687
Os08g0224300,53.5718249279289,688
Os04g0376000,53.5585789143606,689
Os01g0749200,53.5293533339032,690
Os03g0424500,53.506481340365,691
Os08g0424200,53.4901261563101,692
Os07g0680000,53.429699171769,693
Os02g0259600,53.4170592279825,694
Os03g0168200,53.3902564216937,695
Os03g0598800,53.3370043025313,696
Os10g0457400,53.3253258442632,697
Os06g0285400,53.3113845315561,698
Os02g0611400,53.3035647436037,699
Os07g0296000,53.2663577146062,700
Os03g0577100,53.1804017670377,701
Os06g0142800,53.0342971444863,702
Os09g0565600,53.0183289652648,703
Os03g0416200,52.9868178662586,704
Os06g0227300,52.9101965314038,705
Os08g0483600,52.8876175376575,706
Os07g0659800,52.8738027926434,707
Os04g0618200,52.7779920452639,708
Os11g0163100,52.7239525126606,709
Os05g0391200,52.6789844135725,710
Os04g0487100,52.6653590574551,711
Os07g0565600,52.6587369761992,712
Os07g0556200,52.6243007231454,713
Os04g0643000,52.5996079696126,714
Os11g0602500,52.5863999349532,715
Os01g0171000,52.5511346137828,716
Os05g0463900,52.4838191859639,717
Os11g0629400,52.4348051613149,718
Os10g0517500,52.4344993265582,719
Os01g0200000,52.4090910147513,720
Os06g0172800,52.3996203099993,721
Os01g0780500,52.3534931354627,722
Os02g0720200,52.3422626677623,723
Os10g0494800,52.3147909989827,724
Os03g0828100,52.2695526001108,725
Os12g0502300,52.2512738403017,726
Os08g0163100,52.2236294340957,727
Os08g0508000,52.1915772848778,728
Os01g0908700,52.1910824257723,729
Os11g0124900,52.1524021003937,730
Os01g0897600,52.1075679181071,731
Os09g0567366,52.1034416602926,732
Os05g0462400,52.0867199891995,733
Os01g0618400,52.0640772406581,734
Os08g0253800,52.0191039797773,735
Os10g0512500,51.9173823019158,736
Os02g0736400,51.8881766612896,737
Os01g0666950,51.8557994240134,738
Os02g0521100,51.8256013361048,739
Os07g0672500,51.7951866249663,740
Os06g0662550,51.7858268755546,741
Os08g0117900,51.7718650399428,742
Os03g0859900,51.7637923290464,743
Os12g0406200,51.7212832143834,744
Os01g0834500,51.4610143748514,745
Os04g0422000,51.4581064422457,746
Os03g0352300,51.4202877845793,747
Os02g0294600,51.4115548968776,748
Os06g0670000,51.3734985536165,749
Os01g0100900,51.2870007155215,750
Os06g0705100,51.2838826670288,751
Os02g0130000,51.2797224900413,752
Os07g0195100,51.2090462195096,753
Os04g0642100,51.2066645644684,754
Os02g0819300,51.2017011373686,755
Os05g0496200,51.1939401287945,756
Os04g0310500,51.1857527526997,757
Os01g0945800,51.1830605902437,758
Os07g0152800,51.1435257454545,759
Os01g0894700,51.0409064410388,760
Os03g0135200,50.891819888412,761
Os12g0168100,50.8876942000041,762
Os04g0563100,50.8868868708159,763
Os05g0349700,50.8848875868815,764
Os01g0616500,50.8762829857246,765
Os02g0697800,50.8284180966077,766
Os11g0181500,50.817757880407,767
Os01g0946700,50.7988732201458,768
Os03g0390000,50.7845770693675,769
Os01g0200400,50.7749993411651,770
Os03g0769900,50.7652895035522,771
Os05g0455600,50.7334410875005,772
Os07g0691200,50.7132265109271,773
Os07g0512200,50.6343129050769,774
Os01g0276200,50.6157829819581,775
Os01g0631700,50.5661273675743,776
Os04g0379700,50.5257213840426,777
Os01g0625200,50.4809514852916,778
Os05g0421450,50.4633197329615,779
Os06g0213400,50.4395990860301,780
Os05g0366600,50.3857366671499,781
Os05g0302300,50.3328865408009,782
Os09g0440300,50.3256721525807,783
Os02g0118400,50.315551744514,784
Os05g0287800,50.3142135860121,785
