Gene,WGCNA_Modules, IntraModular Connectivity,
Os04g0452000,lightYellow,12.7793360385514,
Os06g0255100,Blue,12.776043326068,
Os02g0151800,Brown,12.7733979068382,
Os05g0301700,lightGreen,12.7687109437736,
Os07g0204100,Blue,12.7565810529199,
Os04g0358000,Brown,12.7426360957903,
Os11g0147500,Turquoise,12.7397179610353,
Os05g0378800,Brown,12.7396063972994,
Os01g0763200,Brown,12.7394357462414,
Os03g0646200,Yellow,12.737837834345,
Os07g0668300,Tan,12.7307476914829,
Os02g0215200,Pink,12.7289728770649,
Os04g0296700,Green,12.7283489461954,
Os03g0683700,Turquoise,12.7281406648019,
Os08g0230500,Blue,12.7274552456881,
Os07g0455100,Purple,12.7266254868071,
Os02g0831500,Turquoise,12.726331157167,
Os02g0291400,Brown,12.7244805690468,
Os01g0166700,Turquoise,12.7240663907699,
Os08g0206700,Cyan,12.7199451924084,
Os01g0929000,Turquoise,12.7198994780706,
Os05g0224900,Cyan,12.719549267643,
Os07g0201100,Turquoise,12.7180992451049,
Os07g0176300,Green,12.7128772341225,
Os06g0611900,Green,12.7112420359872,
Os03g0192800,Cyan,12.7101197669556,
Os02g0817000,Blue,12.7056987784331,
Os02g0820900,Brown,12.7012687707921,
Os04g0619300,Turquoise,12.6999979356924,
Os04g0672300,Turquoise,12.695942495982,
Os02g0810400,Red,12.6922558865032,
Os03g0377600,Tan,12.6918751030748,
Os05g0463400,Brown,12.6896254599755,
Os04g0543200,Blue,12.6840571813605,
Os04g0339400,Pink,12.6832822266202,
Os02g0327700,Brown,12.6819258026562,
Os02g0222500,Brown,12.679050216303,
Os09g0556500,Green,12.6743211935256,
Os04g0525200,Red,12.6729743600001,
Os03g0125100,GreenYellow,12.6684093269645,
Os02g0234800,Purple,12.6678831987636,
Os01g0222600,Brown,12.6667907441632,
Os02g0710800,Purple,12.6590410158813,
Os02g0824700,lightGreen,12.6564360833822,
Os02g0497500,Purple,12.6560350781794,
Os09g0517600,Turquoise,12.6489624157039,
Os03g0307300,Turquoise,12.6414769823553,
Os07g0118300,Tan,12.6369281338563,
Os11g0114300,Black,12.6363181795437,
Os10g0551600,lightGreen,12.6275633548485,
Os04g0671200,Blue,12.6236107308977,
Os09g0313500,Brown,12.6161013738205,
Os11g0708400,Turquoise,12.6130767374896,
Os06g0146200,Salmon,12.6104169217052,
Os01g0243100,Turquoise,12.6082919488188,
Os07g0633400,GreenYellow,12.6029355854884,
Os05g0112000,Brown,12.6025473444014,
Os08g0548300,Blue,12.6015820073508,
Os09g0491788,Turquoise,12.6014793934838,
Os10g0563550,Turquoise,12.5978044700768,
Os01g0355250,Brown,12.5910131947412,
Os08g0203150,Red,12.5857132557127,
Os11g0209900,Blue,12.5818028106478,
Os03g0349000,Purple,12.5814989736857,
Os05g0119200,Black,12.5805279572094,
Os07g0152800,Red,12.5667252318142,
Os07g0438700,Magenta,12.5623149064874,
Os02g0575900,Brown,12.5608317297121,
Os06g0614400,Brown,12.5599793845946,
Os01g0681700,Brown,12.5539977612155,
Os02g0833100,Green,12.5500360588259,
Os03g0799700,Green,12.5456224366451,
Os05g0296600,Blue,12.5451389227339,
Os06g0137700,Yellow,12.5367859347776,
Os09g0453100,Brown,12.5356694918658,
Os09g0385300,Salmon,12.5349543704402,
Os02g0714600,Green,12.5256352763563,
Os10g0542400,Magenta,12.524665603626,
Os09g0400600,Magenta,12.5223091156285,
Os10g0460900,Green,12.5205828513396,
Os02g0313700,lightYellow,12.518839079398,
Os02g0747400,Yellow,12.5184355806081,
Os06g0147000,GreenYellow,12.5183956001297,
Os01g0638000,Pink,12.5155348793257,
Os01g0509900,Turquoise,12.5145855630034,
Os06g0696600,Turquoise,12.5116658002721,
Os01g0633200,Brown,12.5082071770334,
Os09g0571400,Yellow,12.5056397023678,
Os06g0641866,Brown,12.5022609141975,
Os08g0111200,Red,12.4975805994074,
Os07g0565100,Yellow,12.4887523136589,
Os01g0174100,Brown,12.4879880855862,
Os01g0579900,Green,12.4867685105379,
Os08g0459600,Red,12.4850912085337,
Os10g0507000,Brown,12.4808372046949,
Os01g0166100,Magenta,12.4715973947251,
Os07g0545900,Green,12.4667207083827,
Os10g0154600,Purple,12.4586700962312,
Os07g0658200,Yellow,12.4497159307325,
Os02g0110400,Yellow,12.4430478278447,
Os11g0569600,Brown,12.4412269619065,
Os01g0235350,Blue,12.4398206000482,
Os11g0162700,Brown,12.437473257682,
Os09g0491676,Blue,12.4260416794741,
Os08g0388300,Blue,12.4194256646056,
Os01g0702700,Turquoise,12.4117629543342,
Os04g0597000,Yellow,12.4113949174608,
Os03g0145500,Red,12.4075563393867,
Os09g0441000,Tan,12.3974819491952,
Os06g0239200,Magenta,12.396006982089,
Os03g0269900,Magenta,12.3946370735641,
Os05g0460600,Green,12.3935839755712,
Os03g0726800,Red,12.3924726913518,
Os06g0695600,Black,12.3893742509783,
Os12g0169100,Turquoise,12.3850318750367,
Os05g0428100,Brown,12.3839170234892,
Os05g0573800,Red,12.3815641797505,
Os05g0346100,Blue,12.3691853449543,
Os02g0740500,Magenta,12.3691186767934,
Os03g0156700,Blue,12.3669308826139,
Os01g0597800,Pink,12.3644889652614,
Os07g0693700,Cyan,12.3614855662378,
Os06g0350200,Brown,12.358357083542,
Os01g0939700,Yellow,12.3577343333611,
Os03g0222600,Tan,12.3485553297781,
Os03g0423850,Brown,12.343171046521,
Os06g0125000,Turquoise,12.343036419275,
Os05g0390932,Brown,12.3416296481099,
Os06g0479400,Brown,12.3404668636836,
Os02g0805000,Turquoise,12.3391164188313,
Os11g0506800,Blue,12.3366893657586,
Os09g0345500,Turquoise,12.336356414313,
Os01g0911900,Yellow,12.3340032087802,
Os12g0569900,Turquoise,12.328331916294,
Os08g0232100,Salmon,12.3234308614307,
Os08g0203300,Brown,12.3213547166306,
Os04g0128700,GreenYellow,12.3140229259586,
Os06g0334600,Salmon,12.3121835940923,
Os01g0586600,Pink,12.3109843536531,
Os07g0295000,Turquoise,12.3102989260321,
Os05g0430300,Red,12.3001151809568,
Os08g0519800,LightCyan,12.2974937374102,
Os04g0672900,Black,12.2964585718615,
Os02g0137450,Cyan,12.2961286849499,
Os03g0209800,Turquoise,12.2922045805631,
Os01g0948600,Magenta,12.2911589239615,
Os05g0134200,Magenta,12.2903596029624,
Os06g0667400,Salmon,12.2889118520606,
Os03g0610650,Magenta,12.2875872252297,
Os10g0559700,Cyan,12.2875219672377,
Os09g0246200,Purple,12.2832152675542,
Os01g0598600,Turquoise,12.2736740394804,
Os03g0823800,GreenYellow,12.2679075455307,
Os07g0510200,Turquoise,12.2640325831808,
Os09g0361500,Green,12.2615871363713,
Os09g0513200,Brown,12.2568796366922,
Os11g0151700,Tan,12.2521141683565,
Os03g0775300,Purple,12.2468884668301,
Os02g0661900,Blue,12.2439418566463,
Os08g0305300,Blue,12.2362811904743,
Os12g0197500,Turquoise,12.2314472040322,
Os08g0105100,Blue,12.2272523851284,
Os02g0135300,Yellow,12.2257776760888,
Os05g0312600,Black,12.225740751811,
Os03g0201700,Purple,12.2216593702371,
Os12g0144000,Blue,12.220547150745,
Os01g0971200,Red,12.2172924985822,
Os06g0367100,Green,12.2115262783075,
Os07g0541500,Red,12.2104603876631,
Os04g0436300,Turquoise,12.2054156257623,
Os02g0192500,Turquoise,12.1971127945879,
Os07g0475800,Yellow,12.196543997138,
Os08g0157900,Black,12.1946863868593,
Os12g0594200,Cyan,12.1911794752006,
Os11g0707900,Turquoise,12.1899155754877,
Os04g0518200,Brown,12.1839928084499,
Os09g0273950,Turquoise,12.1771516996293,
Os01g0923400,Salmon,12.1693573343231,
Os10g0521000,Magenta,12.1623753134689,
Os01g0813400,Magenta,12.1592010739131,
Os03g0857400,Green,12.1533823885876,
Os01g0186000,Red,12.1497199802637,
Os10g0167700,Brown,12.1465650107149,
Os05g0239900,Brown,12.1444327843634,
Os05g0103200,Green,12.1419768239059,
Os05g0593200,Turquoise,12.1367200748037,
Os10g0552600,Turquoise,12.1345696059834,
Os03g0781700,Red,12.1288792543475,
Os01g0948500,MidnightBlue,12.1270645516618,
Os08g0155000,Purple,12.1232404054604,
Os01g0867300,Magenta,12.1135358983442,
Os08g0165901,Yellow,12.1121318795342,
Os05g0145400,Blue,12.1106903588942,
Os09g0442300,Pink,12.1068547439163,
Os10g0546600,Green,12.1064889042531,
Os02g0267000,Green,12.1051111109781,
Os06g0271600,Brown,12.1032703137679,
Os06g0564700,Red,12.0977865589531,
Os05g0594100,Magenta,12.0952768200996,
Os03g0830400,Red,12.0875177107618,
Os10g0520100,Black,12.0701946776065,
Os01g0853400,Brown,12.0637428451319,
Os12g0553200,Brown,12.0608308963719,
Os07g0644100,Blue,12.0588438286418,
Os04g0128900,Turquoise,12.0582416481456,
Os05g0287800,lightYellow,12.0562544624861,
Os05g0366000,Red,12.0561650560555,
Os10g0529400,Pink,12.0560971887727,
Os07g0159900,Blue,12.0559392382355,
Os02g0152500,Cyan,12.0530163631858,
Os01g0513400,GreenYellow,12.0511359349294,
Os03g0586700,Red,12.0492713053676,
Os07g0657900,Green,12.0472577625945,
Os03g0773800,Green,12.0460315678091,
Os12g0131150,Black,12.0458736174582,
Os08g0195400,Green,12.0441878130009,
Os02g0261000,Turquoise,12.034905745664,
Os07g0179400,Blue,12.0341625423826,
Os01g0859500,Brown,12.0330449057912,
Os06g0151900,Brown,12.0259477794404,
Os10g0542800,Black,12.0258190011179,
Os06g0527500,Salmon,12.0211540107013,
Os09g0420800,Pink,12.0196549805956,
Os03g0165050,Black,12.0112285315674,
Os06g0717100,GreenYellow,12.0104278228279,
Os08g0431500,lightGreen,12.0059847440272,
Os12g0131200,Red,12.0059078080077,
Os06g0329350,Brown,11.9979503980994,
,,11.9978521976557,Pink
Os01g0859100,Black,11.9897927479593,
Os04g0430000,Yellow,11.9896666173719,
Os03g0107600,Brown,11.9802416273678,
Os03g0227800,Salmon,11.9777907380809,
Os01g0259200,Blue,11.9772729267063,
Os03g0563300,Green,11.9666318561673,
Os03g0824200,Brown,11.9624086423077,
Os07g0417766,Salmon,11.9610217005336,
Os01g0279000,Yellow,11.9565395260516,
Os07g0534200,Blue,11.9556338819016,
Os02g0116800,Turquoise,11.9547064831137,
Os04g0623500,Blue,11.941485762916,
Os06g0188100,Turquoise,11.9372189492226,
Os05g0172300,Yellow,11.9347717128272,
Os07g0619100,Turquoise,11.932360600408,
Os01g0920100,Brown,11.9317915774444,
Os08g0440000,Red,11.9268807152227,
Os02g0665000,Salmon,11.9259991486205,
Os09g0387150,Salmon,11.925020990925,
Os07g0579000,Green,11.9205450259723,
Os11g0227100,Brown,11.9186157803789,
Os02g0631601,Blue,11.9021255082327,
Os05g0115800,Blue,11.901161889628,
Os08g0246700,Brown,11.899986459957,
Os01g0668901,Red,11.899699711185,
Os04g0492800,GreenYellow,11.8937222347314,
Os01g0885600,Blue,11.8834664761321,
Os05g0374500,Cyan,11.870877506855,
Os04g0378400,Salmon,11.8697776847864,
Os09g0454900,Blue,11.8625299527329,
Os09g0359800,Yellow,11.8603885730471,
Os02g0173200,Magenta,11.8602754508452,
Os10g0160600,Turquoise,11.8534649979588,
Os04g0569900,Turquoise,11.8521217496702,
Os04g0669100,Brown,11.851435241735,
Os01g0183300,lightYellow,11.8501531838326,
Os03g0761100,Black,11.8445663624287,
Os03g0708700,Turquoise,11.8414808287069,
Os01g0527600,Brown,11.8413428752189,
Os10g0382400,Salmon,11.8377900601852,
Os09g0452900,lightYellow,11.8351641021288,
Os03g0728800,Purple,11.8328177422481,
Os05g0307100,Yellow,11.8286412534794,
Os10g0486100,Tan,11.8145608678971,
Os02g0574500,Blue,11.8105393825432,
Os12g0512100,Blue,11.8096173713422,
Os10g0545200,Yellow,11.8085713341401,
Os11g0585100,Brown,11.8074050663756,
Os03g0794900,Brown,11.8072270639305,
Os05g0215300,Pink,11.7957303948242,
Os04g0514150,Blue,11.795596702578,
Os03g0609000,Turquoise,11.7941897598401,
Os11g0146200,Brown,11.7797547551229,
Os02g0708400,Green,11.7783181897097,
Os09g0509000,Purple,11.7718123779609,
Os04g0620000,Blue,11.7580515612551,
Os01g0246700,Black,11.7574641246912,
Os02g0677800,Brown,11.7571924078973,
Os04g0320200,Yellow,11.7566608298873,
Os02g0448000,Turquoise,11.7535989048256,
Os06g0202400,Brown,11.7534206528054,
Os03g0336500,Yellow,11.7467633707305,
Os03g0785900,Pink,11.744817895454,
Os01g0935600,Magenta,11.7434656244961,
Os12g0167900,Yellow,11.7428324050028,
Os07g0606500,Purple,11.7415839507783,
Os02g0154000,Red,11.7396098070007,
Os08g0175300,Purple,11.7350509627642,
Os11g0482901,Red,11.7311959470015,
Os07g0586700,Turquoise,11.7191470505059,
Os01g0633400,Tan,11.7173556071019,
Os11g0223201,Cyan,11.7154804991997,
Os01g0847700,Pink,11.7144882206367,
Os11g0623800,Brown,11.7069697631784,
Os07g0208900,Turquoise,11.7018897063692,
Os03g0766000,Turquoise,11.6914337491853,
Os01g0900900,Brown,11.689671813861,
Os04g0132500,Turquoise,11.68465143447,
Os07g0599900,Tan,11.6842068094016,
Os09g0464066,Blue,11.6824989345391,
Os04g0120300,Brown,11.6783520111232,
Os08g0120200,Turquoise,11.670020718686,
Os03g0417800,Turquoise,11.668745613994,
Os02g0618250,Yellow,11.6651349581742,
Os06g0575400,Brown,11.6632825438802,
Os03g0143200,Brown,11.6590567544876,
Os04g0653000,Red,11.6580549463325,
Os07g0444000,Cyan,11.652860458876,
Os03g0280000,Red,11.651863803711,
Os01g0933300,Brown,11.6450845704107,
Os03g0793900,Tan,11.6450209595163,
Os12g0632800,Blue,11.643637383039,
Os08g0241400,Red,11.6433724823126,
Os07g0636000,Yellow,11.6389393944298,
Os03g0790600,Green,11.6374627961322,
Os08g0477100,Red,11.6371926210352,
Os01g0884300,Black,11.6359375604101,
Os10g0343200,Blue,11.6334288815905,
Os05g0151700,Yellow,11.6316663663374,
Os03g0163200,Brown,11.624176868534,
Os04g0442000,Turquoise,11.6221260604434,
Os03g0246500,Turquoise,11.6190179147847,
Os08g0310300,Salmon,11.6178215116901,
Os09g0524800,Turquoise,11.6133087543405,
Os11g0474900,Red,11.6116680015742,
Os06g0103600,Green,11.6109315761526,
Os01g0209400,Turquoise,11.6084707839975,
Os03g0351300,Magenta,11.6077486430113,
Os02g0208500,Turquoise,11.6006005224166,
Os01g0793800,Black,11.5985316535178,
Os11g0133700,Black,11.5889080648136,
Os10g0117000,Turquoise,11.5862290868935,
Os12g0168100,lightYellow,11.5859287078533,
Os04g0301500,GreenYellow,11.5849055053327,
Os05g0447200,Brown,11.5821683714577,
Os07g0464600,Green,11.5810522413791,
Os03g0351700,Pink,11.579088321314,
Os11g0685400,Brown,11.5722408428115,
Os06g0700000,Yellow,11.5719479976211,
Os02g0747500,Blue,11.5716600825988,
Os06g0167500,Brown,11.5702712081379,
Os07g0638300,Tan,11.5671226869328,
Os05g0513800,Turquoise,11.5664508483312,
Os03g0133900,Brown,11.5656524030799,
Os05g0574300,Turquoise,11.5650921674658,
Os09g0518200,Pink,11.5641857607163,
Os01g0558700,Blue,11.5621184388285,
Os06g0646600,Brown,11.5620822424705,
Os06g0235300,Cyan,11.5583425515427,
Os03g0341300,Magenta,11.5574613431079,
Os04g0389600,Brown,11.5530161500804,
Os11g0572700,GreenYellow,11.5495721719275,
Os05g0137200,Turquoise,11.5477868932558,
Os12g0547100,Green,11.5444748276834,
Os07g0645300,Blue,11.5414097031229,
Os07g0668700,Blue,11.5405329259949,
Os08g0421400,Salmon,11.5369000087887,
Os03g0167000,Brown,11.5364303135358,
Os07g0122000,GreenYellow,11.5357752603984,
Os05g0206100,Magenta,11.5339204567642,
Os04g0169100,Brown,11.5323095026172,
Os06g0621500,Brown,11.5279687407456,
Os05g0228000,Red,11.5192129862852,
Os07g0437500,Turquoise,11.5173067284364,
Os01g0743300,Brown,11.5136988306184,
Os08g0524200,Magenta,11.5135409477913,
Os04g0233400,Green,11.5113286154773,
Os02g0256100,Turquoise,11.5061973128591,
Os01g0327100,Red,11.5024232245334,
Os01g0919500,Black,11.4973628888225,
Os01g0852400,Turquoise,11.4968301212459,
Os07g0688200,Black,11.4904524317343,
Os02g0787300,MidnightBlue,11.4869884645305,
Os05g0417100,Purple,11.4860257112307,
Os06g0214300,Magenta,11.4816365287932,
Os10g0513900,Pink,11.4803435117361,
Os03g0307000,Magenta,11.4761011593044,
Os08g0557900,Red,11.4756009687107,
Os04g0508975,Turquoise,11.4736325863537,
Os04g0623550,Blue,11.4722546159734,
Os02g0586500,Yellow,11.4685474323318,
Os06g0127900,Turquoise,11.4679698588419,
Os07g0556300,Brown,11.4677632787378,
Os05g0513500,lightGreen,11.4667783248096,
Os06g0470000,Blue,11.4553710729143,
Os06g0648500,Brown,11.4545913697862,
Os01g0795400,Blue,11.4545405687324,
Os08g0513700,Blue,11.4540839830845,
Os01g0121500,Black,11.4493340008799,
Os01g0160100,Pink,11.4472222819272,
Os04g0689700,Turquoise,11.4412975496531,
Os10g0533600,lightYellow,11.4400229898758,
Os05g0230700,Green,11.439281004209,
Os10g0516800,Black,11.4386642520908,
Os10g0204300,Salmon,11.4365615422003,
Os03g0853800,Purple,11.4294563762296,
Os01g0851100,Magenta,11.4273509444395,
Os09g0394700,Magenta,11.4272028824527,
Os07g0661550,Cyan,11.4264162276175,
Os05g0484800,GreenYellow,11.4263034870202,
Os02g0782800,Brown,11.4219119923503,
Os10g0550900,Red,11.4173861475831,
Os01g0977600,LightCyan,11.4146601625112,
Os08g0412500,Turquoise,11.413500818472,
Os05g0258400,Brown,11.4069000945172,
Os11g0308100,Brown,11.405768751508,
Os07g0517100,Brown,11.4050965724613,
Os12g0191200,Salmon,11.4024728904255,
Os11g0708000,Brown,11.3996171062246,
Os03g0187400,GreenYellow,11.3980230900734,
Os03g0266900,Blue,11.3954987003628,
Os02g0145600,Brown,11.3881283664769,
Os03g0638000,Turquoise,11.3856422608366,
Os10g0203000,GreenYellow,11.3854748587679,
Os04g0685100,Yellow,11.3738611581773,
Os12g0114000,Black,11.372747751336,
Os03g0760200,Pink,11.3709297294552,
Os03g0144300,Turquoise,11.3605328836383,
Os03g0326500,Magenta,11.3528078715885,
Os02g0276200,Turquoise,11.3482866075331,
Os10g0443200,Yellow,11.3434914613284,
Os03g0187100,Brown,11.3394831587841,
Os04g0308000,Blue,11.3323227475535,
Os11g0642800,Red,11.3269254014741,
Os04g0658000,Yellow,11.3255372286857,
Os08g0535800,Blue,11.3248412978597,
Os06g0479200,Green,11.3205869280425,
Os12g0133900,Yellow,11.3189160420058,
Os02g0139400,Green,11.31452293633,
Os01g0814000,Purple,11.3130715612583,
Os06g0168800,Red,11.3125486490778,
Os11g0120200,Turquoise,11.3114928028781,
Os01g0961600,Salmon,11.3077710709529,
Os01g0884200,MidnightBlue,11.3071552862827,
Os09g0327600,Brown,11.3070134153522,
Os06g0542150,Pink,11.3069475664141,
Os09g0327800,Brown,11.3028512925648,
Os09g0433000,Pink,11.2988587090461,
Os07g0521300,Cyan,11.2950004120193,
Os01g0375100,Salmon,11.292143792547,
Os06g0347100,Brown,11.2885220547539,
Os03g0288800,Yellow,11.2863674636486,
Os07g0119000,Green,11.285770622417,
Os02g0776400,Brown,11.2850255018771,
Os06g0607200,Turquoise,11.28386680163,
Os06g0139800,Magenta,11.2781345349437,
Os04g0437000,Pink,11.2705702771399,
Os05g0116100,Yellow,11.2469891429571,
Os01g0866200,Turquoise,11.2434140146348,
Os03g0833600,Brown,11.2405759251476,
Os11g0592200,Blue,11.2361774006019,
Os04g0659500,Blue,11.2323435921985,
Os05g0494800,Cyan,11.2311657897872,
Os04g0508500,Tan,11.2304057824731,
Os01g0827300,Tan,11.2210587649565,
Os07g0142500,Tan,11.2098147261673,
Os06g0708400,MidnightBlue,11.2037005832028,
Os03g0286200,Pink,11.2022885593476,
Os01g0158200,Turquoise,11.2000862541686,
Os02g0522700,Brown,11.1971013339146,
Os07g0166600,Yellow,11.1964791923052,
Os03g0591000,Salmon,11.1956342605004,
Os12g0101800,Brown,11.1944659974961,
Os05g0506200,Brown,11.1917908685439,
Os11g0609500,Brown,11.1915086983008,
Os04g0540200,Magenta,11.1881137727958,
Os03g0858600,Green,11.1857147374629,
Os11g0109700,Turquoise,11.1839259319298,
Os03g0719400,Magenta,11.1831946223309,
Os01g0757700,Brown,11.1758952631014,
Os02g0584900,Green,11.1745241187706,
Os10g0562700,Yellow,11.173140479892,
Os05g0453300,Yellow,11.1662432350355,
Os03g0121700,Green,11.1575583323549,
Os06g0645901,Cyan,11.1544383344704,
Os05g0549800,Blue,11.1533470467295,
Os08g0555200,Turquoise,11.1525052099122,
Os02g0751100,Turquoise,11.1489978348316,
Os01g0128200,Blue,11.1432252826919,
Os06g0691400,Red,11.1406222144993,
Os06g0619000,Brown,11.1393519479573,
Os07g0623600,Turquoise,11.129062288392,
Os11g0158400,Red,11.1277412719998,
Os01g0533900,Blue,11.1246674908895,
Os10g0405300,Magenta,11.1244042629204,
Os02g0481900,Brown,11.1183335633973,
Os02g0819900,Blue,11.1181340826441,
Os07g0592600,GreenYellow,11.1132099809538,
Os01g0769700,GreenYellow,11.1129631085085,
Os03g0179900,Red,11.1073146314407,
Os07g0141600,Blue,11.1052962516915,
Os02g0258300,Yellow,11.1045137124746,
Os02g0600200,Green,11.1028575361264,
Os10g0499500,MidnightBlue,11.1026550994608,
Os06g0248400,Cyan,11.0990041495339,
Os03g0787300,Blue,11.0977128923764,
Os02g0755400,Blue,11.0973486876076,
Os06g0130600,Brown,11.0923421534025,
Os01g0672300,Brown,11.0894233125628,
Os03g0852800,Blue,11.0883880011727,
Os03g0133000,MidnightBlue,11.0855744102247,
Os03g0137200,Brown,11.0847206308222,
Os05g0467000,Turquoise,11.0789515262835,
Os04g0618200,lightYellow,11.0709040744343,
Os04g0386600,Green,11.0679787420073,
Os03g0775600,Blue,11.0670623455866,
Os01g0682500,Brown,11.063619299305,
Os06g0110000,Brown,11.0578561813954,
Os05g0479700,Brown,11.054233418826,
Os10g0579600,Red,11.0540050516702,
Os01g0868000,Black,11.0480236011027,
Os07g0538300,Red,11.047429473101,
Os01g0618000,Black,11.0468747044862,
Os07g0480800,Turquoise,11.0463180988203,
Os10g0150200,Yellow,11.0459415886489,
Os08g0127500,Turquoise,11.044681990239,
Os02g0664300,Red,11.0423174303006,
Os05g0150800,Green,11.040434466524,
Os03g0678800,MidnightBlue,11.0385498887283,
Os01g0601200,Yellow,11.0358906013357,
Os11g0585700,Purple,11.0252212563936,
Os08g0515700,Turquoise,11.0232525705062,
Os05g0227700,Purple,11.0219495823278,
Os02g0798900,Brown,11.0108023017956,
Os01g0206300,Tan,11.0101154138784,
Os09g0421500,Green,11.004614679187,
Os06g0653200,Turquoise,11.0027419447266,
Os07g0622700,GreenYellow,11.0011400920195,
Os03g0176900,Blue,10.995282562677,
Os09g0550000,Blue,10.9941961616258,
Os05g0474600,Blue,10.9920960847831,
Os03g0314750,Turquoise,10.9916391109728,
Os08g0446350,Blue,10.9891823392032,
Os05g0520300,Turquoise,10.986970172527,
Os02g0756800,MidnightBlue,10.9822687817874,
Os07g0560300,Turquoise,10.9787789757901,
Os03g0406200,Yellow,10.976272469818,
Os07g0273700,Brown,10.9758409021873,
Os05g0169500,Brown,10.9749177744651,
Os07g0599500,Tan,10.9740712811495,
Os08g0379200,GreenYellow,10.9729601467379,
Os02g0803300,lightYellow,10.9696990120815,
Os10g0548700,Brown,10.968581051207,
Os03g0107300,Brown,10.9643153848217,
Os06g0179800,Brown,10.9624177893712,
Os05g0178300,Green,10.9558114495216,
Os08g0500800,Blue,10.9555989468004,
Os03g0562200,Brown,10.9498473564987,
Os03g0250000,GreenYellow,10.9474943238155,
Os03g0111800,Purple,10.9461310503099,
Os06g0281400,Purple,10.9312283562824,
Os03g0157300,Turquoise,10.9295009554345,
Os12g0618600,Green,10.9275231151711,
Os07g0595900,Turquoise,10.9252161523392,
Os01g0845000,Black,10.9242111783807,
Os07g0182900,Turquoise,10.9232976983232,
Os02g0197400,Yellow,10.9211821597408,
Os11g0664500,Black,10.9195654790378,
Os02g0816800,Turquoise,10.9166975292717,
Os09g0456800,Blue,10.9164683522173,
Os08g0189200,Blue,10.9144385061129,
Os05g0402300,lightYellow,10.913448872403,
Os03g0235400,Red,10.9088467526704,
Os03g0844500,Blue,10.9085738146242,
Os05g0509300,Purple,10.9064974517812,
Os07g0599700,Tan,10.8985418150708,
Os12g0539700,Brown,10.8933063626201,
Os09g0570500,Brown,10.8929614786222,
Os11g0160700,Blue,10.8892765079074,
Os07g0458025,Blue,10.8842798992367,
Os05g0474900,Black,10.8822947036487,
Os04g0466700,Purple,10.8822698322379,
Os06g0143400,GreenYellow,10.8803167222134,
Os01g0957900,Purple,10.8776952195358,
Os05g0163900,Red,10.8756875083829,
Os02g0819700,Blue,10.8750777399669,
Os11g0701400,Blue,10.8719984667728,
Os01g0622600,Turquoise,10.8704872648022,
Os08g0518800,Blue,10.8637421821369,
Os07g0642800,Brown,10.8496084093851,
Os07g0537900,Red,10.8460953105158,
Os05g0529000,Black,10.8452858735936,
Os03g0115200,Purple,10.8448403469568,
Os11g0252400,Brown,10.8428675689897,
Os01g0960800,Pink,10.8427070964009,
Os07g0608450,Turquoise,10.8339072301413,
Os03g0656800,Blue,10.8313391254964,
Os01g0908400,lightGreen,10.8311354690198,
Os05g0576800,Turquoise,10.8221496591689,
Os02g0260200,Brown,10.8147745552397,
Os06g0207500,Turquoise,10.8138051298335,
Os07g0572300,Yellow,10.8122586911492,
Os03g0713600,GreenYellow,10.8089249978773,
Os02g0830300,Brown,10.7992663548703,
Os04g0382800,Turquoise,10.7961020078853,
Os05g0475300,LightCyan,10.7929277254306,
Os08g0137900,lightYellow,10.7905883472041,
Os05g0160300,Turquoise,10.7869652260129,
Os05g0497200,GreenYellow,10.7788795034065,
Os12g0410050,Turquoise,10.7782700026308,
Os03g0439800,Green,10.7737810711727,
Os01g0787400,Magenta,10.7689426168859,
Os04g0479200,Pink,10.7659634687209,
Os01g0784450,Brown,10.7618706558591,
Os11g0152700,Brown,10.7459765830752,
Os09g0276600,Brown,10.7215477386217,
Os03g0725400,Yellow,10.7177078061982,
Os04g0423400,GreenYellow,10.7129576880247,
Os11g0443700,Red,10.7089338849546,
Os01g0848900,Magenta,10.6862234972964,
Os03g0633800,GreenYellow,10.6839460663881,
Os12g0569300,Blue,10.6745896742653,
Os02g0686600,Yellow,10.673721949365,
Os01g0830100,Red,10.6665800712994,
Os03g0661600,Red,10.6660306680703,
Os03g0793800,Tan,10.6657149347661,
Os03g0206700,Green,10.6628877590661,
Os01g0323000,Turquoise,10.6624946735386,
Os07g0173300,Cyan,10.6603615950872,
Os06g0727700,Turquoise,10.6567832321997,
Os03g0374400,Magenta,10.6533396216782,
Os04g0599700,Yellow,10.6516160249587,
Os01g0657801,Turquoise,10.6495222868103,
Os08g0500100,LightCyan,10.6491297069685,
Os06g0693500,Blue,10.647788502204,
Os03g0282800,Blue,10.6450247498175,
Os03g0134300,Purple,10.6450111832039,
Os05g0482700,Turquoise,10.6430565632431,
Os05g0134700,Red,10.642474050059,
Os07g0498300,lightGreen,10.6407958364669,
Os12g0530000,Turquoise,10.6291299303837,
Os01g0604900,Turquoise,10.6290006475047,
Os08g0107400,Black,10.6192752339403,
Os04g0599900,Turquoise,10.6186020142554,
Os11g0161133,Red,10.6140373547122,
Os01g0247600,Brown,10.6073004036813,
Os04g0558400,Red,10.6067167685116,
Os06g0527100,Blue,10.6035433231306,
Os03g0712800,Blue,10.6026281519112,
Os07g0600400,Purple,10.6001114923008,
Os06g0267600,LightCyan,10.5961368749655,
Os02g0600400,Red,10.5960519622701,
Os10g0122000,Blue,10.5959860684921,
