Gene,WGCNA_Modules, IntraModular Connectivity,
Os04g0583700,Green,3.62783227850659,
Os01g0664200,royalBlue,3.62617214114791,
Os10g0579100,Turquoise,3.62558063508299,
Os01g0112000,Pink,3.6244627133058,
Os06g0666800,GreenYellow,3.62242146987582,
Os04g0630900,Brown,3.62204275145887,
Os09g0513600,Blue,3.61907139527206,
Os01g0651932,Turquoise,3.61862134123975,
Os08g0468400,Yellow,3.61851104791794,
Os10g0523700,Red,3.61713533008161,
Os07g0436100,GreenYellow,3.61636453178608,
Os03g0784600,Cyan,3.61621127319408,
Os04g0297800,Purple,3.6151077576051,
Os09g0515500,Purple,3.61311712311934,
Os12g0108500,Salmon,3.61203289128613,
Os03g0411800,Yellow,3.61040432996043,
Os06g0593200,MidnightBlue,3.60984859426358,
Os09g0511700,Tan,3.60842387468964,
Os08g0556500,Cyan,3.60647414802154,
Os02g0644100,Blue,3.60447823596649,
Os03g0812500,Turquoise,3.60235228688284,
Os03g0129100,Magenta,3.60208624349805,
Os08g0203600,Cyan,3.60194599581275,
Os11g0136800,Green,3.60047306234351,
Os07g0115300,Purple,3.60012543207247,
Os02g0151300,Red,3.59956989443351,
Os04g0506300,Turquoise,3.59932899672206,
Os02g0724500,Green,3.59791920468727,
Os01g0738900,Green,3.59764290018407,
Os05g0517900,Brown,3.59689860070448,
Os07g0557400,Cyan,3.59588333264158,
Os06g0707300,Blue,3.59480520475782,
Os06g0153200,GreenYellow,3.59424394466095,
Os04g0347600,Magenta,3.59415278527459,
Os05g0449100,Green,3.59332949601731,
Os09g0539200,Black,3.59107084115357,
Os01g0804900,Brown,3.59020539610934,
Os08g0398800,Tan,3.59016111939111,
Os03g0225900,Pink,3.5901198960482,
Os03g0773600,GreenYellow,3.58948806419667,
Os05g0516900,Red,3.58901641385173,
Os03g0448500,Salmon,3.58859904765188,
Os08g0506100,Turquoise,3.58843498691144,
Os12g0578400,Red,3.58800110003178,
Os06g0685300,Blue,3.58781150450755,
Os12g0126300,Yellow,3.58539949313973,
Os11g0241200,Tan,3.58288091588449,
Os03g0296500,Yellow,3.58192176631627,
Os01g0953400,Brown,3.58050092488685,
Os01g0723700,Turquoise,3.57748487848341,
Os11g0100100,LightCyan,3.57742288323095,
Os04g0585050,lightYellow,3.57717164311611,
Os08g0526400,GreenYellow,3.57695401023632,
Os06g0318533,Green,3.5767812899813,
Os06g0236300,Yellow,3.57297385262023,
Os03g0721400,lightGreen,3.57294891851275,
Os02g0498300,Turquoise,3.57218075111237,
Os07g0450100,Salmon,3.57140395484017,
Os11g0704600,Pink,3.57069613305758,
Os12g0283900,Red,3.56954341290467,
Os03g0279000,Blue,3.5689526997267,
Os02g0156100,GreenYellow,3.56851981311908,
Os02g0822000,MidnightBlue,3.56691821834638,
Os01g0609200,Pink,3.56661586715037,
Os07g0588200,Yellow,3.56519985874124,
Os02g0259900,Blue,3.56502509149659,
Os05g0381500,Brown,3.56446145400308,
Os07g0492000,Pink,3.56295677457014,
Os08g0552000,GreenYellow,3.56292693589729,
Os07g0675000,LightCyan,3.56285415774818,
Os10g0560000,Salmon,3.56143885680804,
Os07g0586000,Blue,3.55849027036539,
Os03g0388900,Red,3.55717838213396,
Os02g0730000,LightCyan,3.55699600509326,
Os08g0514033,Black,3.5569444669625,
Os01g0694100,Blue,3.55657992427996,
Os02g0768300,Purple,3.55554538604484,
Os04g0290400,Brown,3.55263555812635,
Os01g0183850,MidnightBlue,3.55231193498312,
Os08g0127700,Grey60,3.55229090821088,
Os03g0636600,Black,3.55160150595777,
Os05g0425000,Turquoise,3.54982270732995,
Os04g0480700,Blue,3.54756675002374,
Os01g0521200,LightCyan,3.54588581890887,
Os03g0852200,Blue,3.54540208478689,
Os05g0468900,Purple,3.54508956175485,
Os07g0419200,Blue,3.54472300403327,
Os09g0103400,Yellow,3.54464166710613,
Os03g0192700,Magenta,3.5439865904831,
Os01g0836800,lightYellow,3.54310551437911,
Os05g0360400,Brown,3.54296658103588,
Os04g0487000,Brown,3.54273874517939,
Os02g0753300,Brown,3.54191458005135,
Os08g0130600,Brown,3.54112735194559,
Os01g0566050,LightCyan,3.54029379777997,
Os03g0334800,Pink,3.54013202242552,
Os06g0286375,GreenYellow,3.53953990895643,
Os01g0872400,Brown,3.53387435832538,
Os02g0794300,Turquoise,3.53226636734648,
Os12g0131701,Purple,3.53128144799309,
Os04g0423800,Tan,3.53124218318235,
Os12g0260500,Turquoise,3.53117344439382,
Os04g0603100,MidnightBlue,3.52924121914811,
Os10g0580800,Green,3.52883100438289,
Os05g0100600,Pink,3.52820572570157,
Os10g0472400,Tan,3.52801333583163,
Os12g0618400,Purple,3.52742867958533,
Os11g0115400,Black,3.52662835342105,
Os11g0532200,Brown,3.52402681788845,
Os05g0128400,Magenta,3.52231656162249,
Os06g0183100,Blue,3.52024355968623,
Os05g0422300,Cyan,3.5191974596117,
Os10g0573900,Pink,3.51866055486196,
Os02g0671200,Tan,3.5185194180121,
Os07g0186500,Brown,3.51362395185899,
Os02g0474300,Brown,3.51290582448981,
Os04g0483200,GreenYellow,3.51273150997606,
Os06g0530300,LightCyan,3.51225620865177,
Os12g0157066,Turquoise,3.51195281657747,
Os09g0540800,Turquoise,3.51091806420982,
Os02g0126000,Brown,3.51090285771147,
Os10g0415800,Green,3.51002526873809,
Os05g0367200,Purple,3.50980068994222,
Os11g0226301,Cyan,3.50766286501214,
Os10g0563600,Pink,3.50743023374415,
Os01g0648000,Brown,3.50679357881397,
Os03g0626500,Red,3.50582091322097,
Os08g0111300,Brown,3.50581029414197,
Os01g0133400,Red,3.50576280244509,
Os02g0236000,lightGreen,3.50269150546453,
Os01g0102700,Turquoise,3.502656072702,
Os01g0770700,Cyan,3.50246947111569,
Os01g0848200,Yellow,3.50201134168374,
Os07g0282500,Turquoise,3.50150449674371,
Os01g0273300,Red,3.50118274947802,
Os05g0159300,royalBlue,3.50049312943004,
Os01g0164600,Green,3.5000434863194,
Os03g0594700,Yellow,3.49953028503903,
Os12g0194700,lightGreen,3.49948699839403,
Os07g0280200,Turquoise,3.49760505218208,
Os03g0640300,Brown,3.4971915629474,
Os08g0337100,Blue,3.4961982563219,
Os01g0970600,Brown,3.49548901858101,
Os02g0652550,Yellow,3.49470604549613,
Os02g0121500,Brown,3.49054300939276,
Os06g0524400,Yellow,3.49044221717663,
Os06g0225800,Black,3.48944948372161,
Os03g0177000,Black,3.48852266401789,
Os12g0617800,Blue,3.48841183066682,
Os02g0160250,MidnightBlue,3.47812495862259,
Os10g0536100,Brown,3.47497532570555,
Os08g0295300,Purple,3.47393967101983,
Os02g0100300,Yellow,3.47379891168925,
Os06g0468400,Salmon,3.47358819563692,
Os05g0589700,Green,3.47241510342804,
Os09g0499600,Cyan,3.47192749869556,
Os08g0236866,Brown,3.47176544687986,
Os01g0343300,Black,3.47140941806325,
Os06g0638500,Turquoise,3.47067801051377,
Os01g0962700,Red,3.47066739631374,
Os08g0483100,Blue,3.46941057212195,
Os06g0166000,Blue,3.46789345759393,
Os10g0198100,Blue,3.46701134942478,
Os02g0752000,Red,3.46655797789928,
Os11g0177750,Pink,3.46601661193397,
Os08g0227100,Salmon,3.46571914546672,
Os02g0796300,Blue,3.46434389773763,
Os02g0828100,Tan,3.46396329405317,
Os07g0600200,Tan,3.4638192946622,
Os01g0819700,GreenYellow,3.46312425330488,
Os01g0785700,Purple,3.45946683147159,
Os01g0104900,Purple,3.45825956029681,
Os03g0437200,royalBlue,3.45573612943324,
Os06g0677000,GreenYellow,3.4552291808462,
Os09g0502350,Green,3.45486136336838,
Os04g0405000,MidnightBlue,3.45348892161338,
Os05g0375400,LightCyan,3.45333589532394,
Os03g0181800,lightYellow,3.45202017084546,
Os06g0494400,Pink,3.4518029121128,
Os08g0497900,Magenta,3.45113285741526,
Os06g0659200,Magenta,3.44771068349584,
Os05g0170200,Pink,3.44728609505584,
Os03g0206400,Red,3.44673296089211,
Os06g0566700,Brown,3.44590506292272,
Os01g0522100,Brown,3.44511727863756,
Os01g0180000,GreenYellow,3.44367596744064,
Os04g0594000,Blue,3.44133501450234,
Os11g0455500,royalBlue,3.43900051616263,
Os05g0243200,Salmon,3.43711348356354,
Os08g0352400,Brown,3.43420972570123,
Os06g0707700,Brown,3.43317579158278,
Os01g0189700,Purple,3.43148912327219,
Os01g0223900,Red,3.43102331422152,
Os01g0128100,GreenYellow,3.430921173252,
Os11g0117700,Brown,3.43083592220954,
Os03g0685300,Magenta,3.43004818095079,
Os12g0609900,Blue,3.42851004195758,
Os03g0720400,MidnightBlue,3.42850226943222,
Os04g0640500,Green,3.42838485388642,
Os04g0111100,Brown,3.42786661048394,
Os01g0753000,Grey60,3.42671239628206,
Os10g0469900,Turquoise,3.42547731971153,
Os03g0426800,Green,3.42507978730858,
Os11g0564800,Salmon,3.42428634521408,
Os09g0447300,Brown,3.42421984583523,
Os06g0273700,Brown,3.42391592844633,
Os05g0365300,Purple,3.42245255225439,
Os03g0266300,LightCyan,3.42159318942881,
Os08g0549200,Green,3.42043075683219,
Os12g0545900,Blue,3.41931745606762,
Os11g0213900,lightYellow,3.41843375808351,
Os06g0695700,Cyan,3.41791409883195,
Os02g0734300,Brown,3.41717995482746,
Os01g0818700,Cyan,3.41607656899351,
Os01g0289600,Blue,3.41537255623262,
Os01g0752100,Black,3.41504646853647,
Os04g0653600,Magenta,3.4119464661855,
Os05g0405900,LightCyan,3.4088727195432,
Os03g0429000,Magenta,3.40761560460305,
Os03g0219300,Blue,3.40582261218237,
Os02g0635700,Blue,3.40516154298137,
Os06g0205600,Black,3.40459187386029,
Os05g0315200,Red,3.40244171954888,
Os04g0620200,Turquoise,3.3993963165578,
Os01g0762500,Blue,3.3979234167613,
Os06g0475400,Red,3.39769562845523,
Os02g0693200,LightCyan,3.39706532443132,
Os01g0392800,Brown,3.39706163944326,
Os03g0762400,Pink,3.39596080752404,
Os02g0710300,Turquoise,3.39592711149441,
Os02g0327500,Black,3.39485018205797,
Os03g0227601,Purple,3.39396473485675,
Os11g0661101,Salmon,3.39282108749809,
Os11g0134100,Turquoise,3.39023663387335,
Os10g0140200,Red,3.38871223448803,
Os02g0820200,Tan,3.38762775953944,
Os08g0511900,Blue,3.38567283341553,
Os03g0598100,Red,3.38472063333602,
Os02g0711200,Green,3.38208724509634,
Os07g0564700,Turquoise,3.38028362960559,
Os01g0731800,Green,3.37882298929375,
Os10g0467000,Magenta,3.37064968092529,
Os02g0720450,Blue,3.37025604622126,
Os09g0245500,Blue,3.36966314780934,
Os09g0413600,Black,3.36893757262091,
Os04g0110100,Black,3.36867415498293,
Os01g0218700,Black,3.36770896043522,
Os09g0451500,Red,3.36680584248906,
Os03g0777100,Brown,3.3667330706957,
Os06g0115200,Brown,3.36588377710516,
Os06g0234600,Tan,3.36417807053356,
Os03g0684700,Green,3.36194971935645,
Os05g0272200,Brown,3.36184705836425,
Os06g0490000,Blue,3.35977543414179,
Os09g0463300,Turquoise,3.35968685674608,
Os04g0686650,Brown,3.35895317939514,
Os10g0564500,Turquoise,3.35890039095997,
Os02g0537500,Black,3.35550235261376,
Os01g0794500,Black,3.35425710765026,
Os07g0520800,Green,3.35347470910166,
Os04g0601700,lightGreen,3.35329122493855,
Os05g0429100,Brown,3.35324279653168,
Os11g0501000,Magenta,3.35311131615528,
Os06g0637400,Blue,3.35146722375577,
Os08g0492100,lightYellow,3.35024834713502,
Os02g0817500,lightGreen,3.34993621016733,
Os01g0750100,Cyan,3.34982587303406,
Os01g0807900,Cyan,3.34982528898539,
Os03g0708200,Blue,3.34917307624724,
Os03g0346500,Turquoise,3.34790644906655,
Os04g0688600,Brown,3.34657263165262,
Os01g0818000,Yellow,3.3463850667048,
Os02g0165200,Salmon,3.34551838038929,
Os02g0291600,Turquoise,3.34518229362541,
Os03g0824350,Grey60,3.34494149663719,
Os02g0315600,Turquoise,3.34451159185712,
Os03g0767000,royalBlue,3.34222435056671,
Os03g0243100,Pink,3.34203332022853,
Os04g0380200,GreenYellow,3.34187333424179,
Os03g0203451,Black,3.34041370594513,
Os04g0573200,Blue,3.33970687639232,
Os08g0290700,Tan,3.33882341913274,
Os09g0565300,GreenYellow,3.33521015346878,
Os05g0310800,Turquoise,3.33490002076767,
Os04g0559400,Brown,3.33472789083123,
Os04g0479800,Blue,3.33244157662486,
Os09g0428000,lightGreen,3.33134247109816,
Os03g0722600,lightGreen,3.33074464724669,
Os07g0559400,Tan,3.32731611081867,
Os03g0187350,Black,3.32723960037201,
Os01g0496900,Black,3.32695847886645,
Os02g0170900,Magenta,3.32623312383117,
Os08g0484800,Green,3.32596502682388,
Os05g0562800,Tan,3.32443323896119,
Os06g0125132,lightGreen,3.32275748129885,
Os12g0630600,Tan,3.32161842993358,
Os07g0622900,Pink,3.32139661425857,
Os02g0687200,Yellow,3.32094894409346,
Os10g0435400,Brown,3.32088213159937,
Os08g0508100,Brown,3.31999240667876,
Os04g0560200,Green,3.31976987491666,
Os05g0100750,Brown,3.31856126608559,
Os05g0390000,Turquoise,3.31841198867378,
Os01g0656900,Brown,3.31777230407929,
Os01g0777101,Turquoise,3.31722398266979,
Os12g0548501,royalBlue,3.31586547963526,
Os08g0327100,Yellow,3.31426490602182,
Os05g0510700,Red,3.31232682614949,
Os05g0145000,LightCyan,3.31101670881221,
Os01g0739400,MidnightBlue,3.31063578684052,
Os09g0466900,Magenta,3.3100541395941,
Os02g0831000,Cyan,3.30984483026027,
Os04g0119800,Red,3.30967104708385,
Os02g0802700,GreenYellow,3.30711056616146,
Os01g0923600,Cyan,3.30672259961826,
Os01g0146101,Brown,3.30618054698146,
Os07g0637000,lightYellow,3.30485557530518,
Os11g0554200,Brown,3.30256962939778,
Os03g0616400,Brown,3.30236114281037,
Os03g0401100,Brown,3.30236038885208,
Os08g0518100,Blue,3.30223730090633,
Os11g0183900,Red,3.30166523710656,
Os01g0388000,Turquoise,3.3014510618535,
Os06g0490200,Turquoise,3.30008155790168,
Os04g0612500,Turquoise,3.29985516985934,
Os10g0466800,Black,3.2993080691998,
Os01g0852500,Purple,3.29827636560447,
Os01g0548750,Blue,3.29725174552958,
Os03g0816000,Brown,3.29495036122899,
Os03g0668500,Tan,3.2942859987102,
Os11g0448700,Turquoise,3.29169474195321,
Os01g0902000,Purple,3.29149801299302,
Os04g0412000,Red,3.29103219369084,
Os04g0127200,Brown,3.28636413239334,
Os09g0298200,Turquoise,3.28602204397046,
Os12g0110300,Grey60,3.28277109907979,
Os04g0609200,lightYellow,3.28266715199106,
Os02g0573200,Brown,3.28238433592738,
Os10g0559500,Cyan,3.28205462133531,
Os05g0113500,Blue,3.28123144733705,
Os09g0519150,GreenYellow,3.28057910323559,
Os07g0499800,Black,3.28006195523491,
Os11g0100200,Blue,3.27947390904896,
Os03g0559900,Green,3.27876935697993,
Os12g0121100,GreenYellow,3.2777076151734,
Os11g0540100,Green,3.27678143243342,
Os01g0594300,GreenYellow,3.27538223346718,
Os09g0525700,MidnightBlue,3.27477496916769,
Os09g0471900,Purple,3.27429504394878,
Os06g0675600,Blue,3.27252061127505,
Os04g0506900,Magenta,3.27242836376448,
Os01g0778800,Red,3.26911443201001,
Os11g0140800,Cyan,3.26713775127754,
Os03g0119900,Turquoise,3.2667341260973,
Os11g0433600,Purple,3.26350221324124,
Os06g0663100,Red,3.2623231447821,
Os02g0735100,Magenta,3.2623114122308,
Os05g0388400,Yellow,3.26057043882628,
Os03g0332533,Turquoise,3.25984402828314,
Os12g0486900,Brown,3.25944023196346,
Os08g0393900,Brown,3.2551535383489,
Os05g0573300,MidnightBlue,3.25365613488173,
Os03g0120400,Brown,3.25345305049272,
Os04g0603000,Brown,3.25336187634923,
Os08g0559600,Purple,3.25164878671898,
Os01g0214600,Yellow,3.25118223839751,
Os07g0191650,Brown,3.24965030350885,
Os03g0453800,GreenYellow,3.24949182638907,
Os06g0605900,Brown,3.24823321625612,
Os06g0254700,Magenta,3.247201175699,
Os08g0356800,MidnightBlue,3.247073525305,
Os12g0133400,Cyan,3.24589684533557,
Os02g0588700,Salmon,3.24389067091071,
Os11g0233400,Purple,3.24269073373119,
Os05g0584200,Black,3.24097851122036,
Os04g0466600,Magenta,3.23613610411098,
Os02g0749300,Black,3.23425363714795,
Os01g0188200,Green,3.23263671732056,
Os10g0323000,Green,3.23260363961193,
Os06g0101100,MidnightBlue,3.23227239721793,
Os03g0738400,Green,3.23215727702021,
Os08g0120600,Pink,3.23114033004637,
Os11g0216000,Pink,3.2305332877655,
Os02g0639900,Blue,3.23035413077901,
Os05g0382900,Turquoise,3.22990780740132,
Os01g0924300,Purple,3.22958539044251,
Os12g0207200,Blue,3.22840282258171,
Os08g0455600,Brown,3.22819720029577,
Os03g0745000,Blue,3.22701073276138,
Os03g0845500,Brown,3.22659537759113,
Os03g0344700,LightCyan,3.22608395370506,
Os02g0622400,lightGreen,3.22420530307761,
Os09g0505400,Yellow,3.22381828576552,
Os06g0346400,Brown,3.22324709946003,
Os12g0128700,Brown,3.22302161665823,
Os11g0557500,GreenYellow,3.22266557999261,
Os07g0586200,Turquoise,3.22151940722761,
Os05g0443400,Red,3.22127305676961,
Os11g0262600,Turquoise,3.22022679513088,
Os02g0159700,Green,3.2175593077619,
Os12g0230600,Tan,3.21754464848635,
Os03g0618300,Pink,3.21472712365379,
Os01g0314000,Black,3.21345332509184,
Os12g0535400,Salmon,3.21025718842181,
Os07g0249100,Salmon,3.2090490933708,
Os09g0453400,Pink,3.20559710503996,
Os04g0641000,Purple,3.20422986202996,
Os11g0531300,Brown,3.203909627894,
Os02g0468400,Blue,3.20379341819906,
Os07g0100300,Brown,3.20317788263705,
Os10g0124500,Brown,3.20167034797819,
Os08g0444500,Turquoise,3.20155122685587,
Os08g0535700,Brown,3.19963066915056,
Os07g0197100,Turquoise,3.19862091278434,
Os04g0530400,Black,3.19857125148864,
Os01g0341000,Brown,3.1983723761414,
Os02g0572600,Green,3.19834078502385,
Os02g0653200,Turquoise,3.19807646191743,
Os11g0701500,Blue,3.19802780345972,
Os01g0711000,Pink,3.19759517543418,
Os07g0679500,Turquoise,3.19697182508996,
Os07g0588400,Turquoise,3.19669621834862,
Os03g0274700,Blue,3.19554873386664,
Os03g0227000,Turquoise,3.19435437733536,
Os08g0331800,Red,3.19193901945426,
Os10g0478100,Yellow,3.19133464065084,
Os08g0394000,Brown,3.19119112013218,
Os01g0140100,Turquoise,3.19059666022179,
Os01g0699400,Black,3.19046514031055,
Os06g0112700,Tan,3.18888410751126,
Os03g0146400,Blue,3.188443310497,
Os05g0574500,Pink,3.18765737637037,
Os06g0258900,Grey60,3.18752680332401,
Os05g0566500,Yellow,3.18570527128776,
Os01g0795000,Brown,3.18548503241391,
Os08g0563400,GreenYellow,3.18523510410737,
Os12g0552300,MidnightBlue,3.18515304544795,
Os04g0397500,MidnightBlue,3.18481412625027,
Os01g0858900,Red,3.18422833936497,
Os01g0256800,GreenYellow,3.1838524187237,
Os06g0574700,MidnightBlue,3.18350537492164,
Os05g0110900,Red,3.18303205445682,
Os06g0647900,Blue,3.18281821822381,
Os01g0851300,Yellow,3.18224597718962,
Os02g0694300,LightCyan,3.18163644703336,
Os04g0472200,Turquoise,3.18096811802318,
Os10g0411500,Turquoise,3.18044571046347,
Os11g0223400,Salmon,3.18042581581664,
Os02g0154200,Brown,3.17898381292522,
Os02g0663300,Turquoise,3.17888352634986,
Os06g0335975,Brown,3.17704966347006,
Os03g0265800,Pink,3.17499812871277,
Os01g0895300,Magenta,3.17143929190568,
Os07g0178600,Magenta,3.17074700240609,
Os02g0215700,Grey60,3.16921850266582,
Os01g0968600,Cyan,3.16910216668746,
Os12g0441700,Salmon,3.1686524625918,
Os07g0121000,Red,3.16816799140324,
Os03g0702700,Turquoise,3.16763892660257,
Os01g0905700,Black,3.16729195108968,
Os10g0548850,Green,3.16703635591164,
Os03g0741000,lightYellow,3.16684036856463,
Os09g0480600,Pink,3.16625615419175,
Os03g0190400,MidnightBlue,3.16523333261357,
Os04g0675000,Yellow,3.16319711830673,
Os09g0323000,royalBlue,3.16042446977477,
Os10g0136200,Salmon,3.15872180712461,
Os06g0702800,LightCyan,3.15781396784751,
Os09g0387800,Brown,3.15659287858283,
Os12g0567000,Brown,3.15370749368532,
Os04g0672800,Black,3.15365587863192,
Os02g0614300,Turquoise,3.15355811935161,
Os02g0174800,lightGreen,3.15340017184339,
Os04g0209200,Pink,3.15290763122177,
Os11g0546300,Magenta,3.15290687653188,
Os01g0131450,Green,3.15103247736982,
Os11g0517800,Grey60,3.15089105425222,
Os02g0728100,Turquoise,3.15053455300836,
Os05g0506600,Brown,3.15049550545004,
Os04g0520900,Blue,3.14606546444594,
Os07g0647600,Salmon,3.14536679158328,
Os03g0775200,lightGreen,3.14466546745371,
Os03g0307800,Cyan,3.14456552558373,
Os03g0632800,GreenYellow,3.14294963267749,
Os07g0641600,Purple,3.14237441086919,
Os07g0679300,Blue,3.13926055942017,
Os05g0561600,lightYellow,3.13697429733424,
Os05g0357700,Green,3.13098184680023,
Os03g0694500,Tan,3.12971980246207,
Os08g0476100,GreenYellow,3.12948704137263,
Os01g0763750,Brown,3.12925360146326,
Os02g0793700,Green,3.1291184654417,
Os11g0689400,Salmon,3.12870267720961,
Os03g0809000,Brown,3.12830776781771,
Os01g0193600,Yellow,3.12726919172788,
Os11g0592700,Green,3.1269650889503,
Os02g0601300,Pink,3.12665983409128,
Os08g0334900,Pink,3.12607275810878,
Os12g0539751,Brown,3.12532645845895,
Os02g0519700,Brown,3.12481524357541,
Os12g0443600,Turquoise,3.12426922611412,
Os03g0212200,Cyan,3.12370778328832,
Os05g0148900,Cyan,3.11992268608837,
Os05g0365500,Purple,3.11931028388382,
Os09g0376350,Magenta,3.11769438261989,
Os06g0677400,Grey60,3.11749002908331,
Os06g0625700,MidnightBlue,3.11609349724206,
Os12g0185900,Black,3.11488433856444,
Os09g0426500,Yellow,3.11408172756984,
Os06g0547400,Blue,3.11325763355164,
Os05g0459300,Purple,3.11322271004454,
Os09g0338400,Blue,3.11065869114476,
Os07g0472100,Salmon,3.10982886718936,
Os03g0749900,Yellow,3.1095921573507,
Os10g0558600,Turquoise,3.10545911526405,
Os01g0880400,GreenYellow,3.10505973941804,
Os01g0233900,Pink,3.10479156464799,
Os04g0663700,Magenta,3.10445422724866,
Os05g0304400,lightGreen,3.10441679835216,
Os10g0437100,Cyan,3.10385226110425,
Os02g0651500,Yellow,3.10207420744946,
Os06g0579600,Black,3.10116639512556,
Os06g0215100,lightYellow,3.1006324949881,
Os01g0571000,Black,3.09777914186839,
Os02g0696650,Grey60,3.09743834324362,
Os04g0182600,Cyan,3.09520158469847,
Os03g0150600,Brown,3.09383584759078,
Os03g0185300,Brown,3.09217299790803,
Os08g0324300,Blue,3.0916099336565,
Os07g0167700,Turquoise,3.09151332841502,
Os08g0514000,Black,3.09070348924496,
Os09g0431200,Black,3.09065213588222,
Os08g0158400,Brown,3.08934799427698,
Os05g0390300,Yellow,3.08902071589931,
Os01g0575000,lightYellow,3.08856724727444,
Os08g0290900,Salmon,3.08832032287632,
Os02g0121300,Yellow,3.08820806354673,
Os12g0150200,Black,3.08801977711555,
Os05g0568600,MidnightBlue,3.08800427803304,
Os07g0446100,Black,3.08678309007372,
Os02g0486400,Salmon,3.08667482792934,
Os01g0908600,Turquoise,3.08626085087734,
Os01g0744400,Turquoise,3.08597574802116,
Os02g0260700,Grey60,3.0859582075318,
Os03g0402000,Green,3.08563032301427,
Os01g0851700,lightGreen,3.08501342177228,
Os05g0402851,Cyan,3.08486939495102,
Os06g0730300,Black,3.0846949055666,
Os01g0972200,Brown,3.08410956295936,
Os07g0653900,Cyan,3.08410297797866,
Os02g0191600,Blue,3.08343123157836,
Os05g0353500,Tan,3.08301156609501,
Os01g0544700,Salmon,3.08221109883606,
Os11g0158832,Blue,3.08094572060516,
Os02g0751800,royalBlue,3.07976424577399,
Os01g0184200,Salmon,3.07956680203106,
Os09g0444600,Brown,3.0791231184706,
Os09g0475400,royalBlue,3.07875507393303,
Os11g0537300,lightYellow,3.07711130284796,
Os01g0894000,Blue,3.07653328874035,
Os03g0287900,Brown,3.0734147183123,
Os12g0633700,Brown,3.07127600146989,
Os08g0364900,lightYellow,3.07094682279829,
Os06g0694400,MidnightBlue,3.07092562069086,
Os01g0111500,Turquoise,3.07064600709681,
Os06g0622000,Yellow,3.06906014476466,
Os11g0172300,Red,3.06793881357061,
Os01g0176200,Pink,3.06788744957823,
Os01g0693400,MidnightBlue,3.06656808044932,
Os01g0971900,Yellow,3.06652815592589,
Os06g0713300,Brown,3.06414389954621,
Os01g0856500,Green,3.06411331625467,
Os04g0402100,Red,3.06181733989756,
Os01g0356400,Pink,3.06174464191318,
Os08g0290500,Salmon,3.06144098005643,
Os12g0484700,Blue,3.06108790125428,
Os04g0537800,Green,3.06063756596414,
Os11g0298400,Purple,3.05942320220854,
Os07g0656200,Red,3.05928547692922,
Os11g0587600,Pink,3.05888391697725,
Os02g0762600,Turquoise,3.05715049124466,
Os12g0116200,Brown,3.05713890150557,
Os02g0822800,Black,3.05555199380557,
Os04g0491700,GreenYellow,3.05476813537607,
Os01g0870100,Cyan,3.05437994394016,
Os09g0399800,Red,3.05370202072398,
Os03g0125800,Brown,3.0531588785337,
Os02g0508000,lightGreen,3.05246242924019,
Os08g0502800,LightCyan,3.05229520208403,
Os06g0711000,Turquoise,3.05184913918299,
Os07g0604000,LightCyan,3.0515448246355,
Os04g0632000,Blue,3.05067163100807,
Os07g0162400,Pink,3.04855679259764,
Os01g0885000,Green,3.04801921568083,
Os02g0581200,Magenta,3.04760685260247,
Os04g0503800,Turquoise,3.04737734250208,
Os02g0648100,Turquoise,3.04643626845969,
Os08g0535600,Yellow,3.04610204117358,
Os05g0437800,Blue,3.04428691743558,
Os02g0671800,LightCyan,3.04334575057459,
Os03g0624600,Yellow,3.04309348172827,
Os09g0381100,Tan,3.04309278589078,
Os10g0318900,Salmon,3.04274637640808,
Os03g0149300,Yellow,3.04239292544779,
Os06g0517500,Turquoise,3.0418901397871,
Os01g0621300,Turquoise,3.03991599163056,
Os08g0545000,Black,3.03961959184399,
Os03g0295400,Pink,3.03879539258476,
Os07g0622200,royalBlue,3.03833368250642,
Os05g0539600,Blue,3.03660664056837,
Os12g0573000,Salmon,3.0349632301632,
Os01g0252100,lightYellow,3.0348832609309,
Os05g0562000,Brown,3.03484513842254,
Os05g0412500,Turquoise,3.03213586876391,
Os11g0222200,Yellow,3.0319096694238,
Os01g0130000,Blue,3.03129993088726,
Os01g0942900,Blue,3.03128124785766,
Os03g0367200,Yellow,3.0310261414823,
Os09g0453800,Turquoise,3.03034622017495,
Os08g0150800,Pink,3.03004729218751,
Os10g0101200,Blue,3.03001209793377,
Os03g0146500,Green,3.02997659354588,
Os06g0164900,Red,3.0250756051414,
Os06g0286400,GreenYellow,3.02388144851253,
Os09g0558100,Magenta,3.02318022617362,
Os05g0405600,Cyan,3.02303956185696,
Os08g0554900,Turquoise,3.0198209171801,
Os01g0767900,Black,3.0190683632444,
Os05g0179100,Blue,3.01882097494423,
Os01g0498300,Black,3.0161879771835,
Os09g0240500,Blue,3.0145325645795,
Os03g0195200,Purple,3.01309019806101,
Os01g0853700,Brown,3.01214887639054,
Os11g0616900,Brown,3.01214808106728,
Os06g0131300,Yellow,3.01105998232874,
Os04g0218100,Salmon,3.01089374009471,
Os03g0296800,Tan,3.00937229866356,
Os05g0378900,Turquoise,3.00839027377048,
Os11g0605300,Salmon,3.00741353655694,
Os09g0478733,GreenYellow,3.00729775393533,
Os08g0525000,GreenYellow,3.00464661617065,
Os09g0442900,Turquoise,3.00445945219446,
Os05g0423400,MidnightBlue,3.00218875239553,
Os02g0164300,Turquoise,3.00179370644354,
