Gene,kTotal,Rank
Os10g0492300,178.121392754635,247
Os05g0115100,178.09307526661,248
Os01g0862600,177.881319651067,249
Os08g0557400,177.709518985299,250
Os04g0379700,177.365681192775,251
Os09g0315000,177.263127185842,252
Os03g0773800,176.932348041549,253
Os02g0521100,176.586335749398,254
Os01g0101200,176.368262888432,255
Os01g0225000,176.163816530974,256
Os01g0976300,176.034329012132,257
Os08g0167500,175.912514440778,258
Os01g0511100,175.478695322259,259
Os02g0556600,175.281653804705,260
Os06g0553001,175.272425918581,261
Os03g0719900,175.063419192726,262
Os02g0566800,174.992224033498,263
Os02g0698000,174.965009075318,264
Os12g0541500,174.923538280131,265
Os08g0382400,174.496035644863,266
Os05g0419000,174.349299111076,267
Os07g0636000,174.060677317129,268
Os06g0303600,173.951171290354,269
Os02g0579000,173.909658563177,270
Os06g0714000,173.755998604671,271
Os03g0561400,173.629334632977,272
Os05g0490900,173.598245165412,273
Os08g0513600,173.46789528809,274
Os03g0829200,173.298965359656,275
Os07g0152900,173.293245367298,276
Os09g0535000,173.275165363339,277
Os01g0948600,173.250036158453,278
Os12g0568800,173.239905752372,279
Os08g0326600,173.023048076215,280
Os12g0441600,173.003883835579,281
Os03g0799700,172.856501893591,282
Os07g0600400,172.765603814317,283
Os07g0249700,172.480836980672,284
Os07g0213500,172.403163243403,285
Os07g0463400,172.000693569192,286
Os05g0438800,171.92781872197,287
Os08g0425800,171.907167437874,288
Os06g0166900,171.881392956244,289
Os04g0623800,171.863905918463,290
Os08g0301500,171.842352502395,291
Os12g0616600,171.805773343796,292
Os03g0191400,171.795357601531,293
Os02g0610800,171.558670232669,294
Os04g0476600,171.503747385262,295
Os02g0255700,171.412267061978,296
Os03g0356300,171.340756331793,297
Os03g0350100,171.292915531255,298
Os11g0454000,171.285478373338,299
Os10g0518800,171.238122773315,300
Os08g0233400,171.16682373609,301
Os06g0219600,171.073509390297,302
Os02g0750100,171.053265464236,303
Os06g0105400,171.047725763503,304
Os02g0117600,171.039350515982,305
Os01g0894700,170.812727511726,306
Os10g0503200,170.772790391177,307
Os08g0101700,170.75253382042,308
Os01g0743400,170.693362921554,309
Os10g0509200,170.67158770272,310
Os08g0398700,170.413468380422,311
Os07g0481200,170.334965838943,312
Os06g0714500,170.33046321986,313
Os01g0185400,170.303911575239,314
Os03g0269900,170.229672927341,315
Os06g0574500,170.130974326837,316
Os01g0749200,170.128498448551,317
Os02g0515000,169.943263694761,318
Os07g0202900,169.80318675148,319
Os04g0296700,169.733559425581,320
Os09g0400600,169.688803277101,321
Os05g0110300,169.572191575305,322
Os11g0116900,169.011384213453,323
Os02g0643500,168.925562802371,324
Os03g0351200,168.869607106172,325
Os09g0567366,168.766036961821,326
Os07g0546000,168.67220552875,327
Os02g0783700,168.281401608935,328
Os07g0565600,168.164695842475,329
Os03g0284500,168.159216526736,330
Os08g0546800,168.014868125019,331
Os02g0558500,167.767304667248,332
Os02g0742000,167.654910927414,333
Os03g0213600,167.633649021034,334
Os03g0271500,167.499279373993,335
Os02g0226300,167.398540919703,336
Os01g0315800,167.301967717455,337
Os03g0586800,167.294378980553,338
Os05g0568900,167.079908106456,339
Os02g0257400,167.071693383965,340
Os02g0274000,167.069518558858,341
Os03g0704700,166.968424336289,342
Os01g0649200,166.928174151678,343
Os05g0401200,166.926717769203,344
Os01g0773700,166.692825237171,345
Os08g0562100,166.669823970669,346
Os08g0102000,166.398215665149,347
Os04g0479200,166.322013033905,348
Os05g0295200,166.15752022509,349
Os06g0608700,166.120311871658,350
Os12g0168900,166.105512095303,351
Os07g0435100,165.990643677479,352
Os07g0616900,165.87254134867,353
Os07g0133700,165.815464850538,354
Os10g0572400,165.782015316529,355
Os08g0543900,165.69888173377,356
Os09g0565200,165.64670581234,357
Os04g0106300,165.483537621249,358
Os02g0678200,165.455532774203,359
Os08g0242700,165.436851064525,360
Os01g0286600,165.267858791805,361
Os05g0171200,165.170736214527,362
Os06g0643900,165.158655991264,363
Os08g0562200,165.11213863044,364
Os04g0557000,164.944195646651,365
Os12g0632700,164.719631736611,366
Os01g0314000,164.680409604567,367
Os03g0843400,164.639706128396,368
Os03g0802700,164.502018558003,369
Os03g0170500,164.480529601838,370
Os10g0393800,164.384171406023,371
Os07g0134500,164.355967457846,372
Os02g0466400,164.227283242192,373
Os06g0107700,164.211222238641,374
Os03g0334800,164.017329635174,375
Os05g0519500,163.947792267864,376
Os12g0116400,163.912484880417,377
Os06g0704200,163.732187787835,378
Os03g0452300,163.603548564921,379
Os01g0214500,163.58207212379,380
Os04g0592700,163.493216998988,381
Os12g0609800,163.361771698536,382
Os05g0392700,163.033284545418,383
Os10g0580001,162.947041224449,384
Os03g0309800,162.91562787736,385
Os07g0626300,162.8874472723,386
Os01g0678600,162.75643578243,387
Os02g0697400,162.519661298855,388
Os06g0664200,162.367962151064,389
Os05g0341600,162.152207311417,390
Os05g0464001,162.110986657137,391
Os01g0164600,161.988283368805,392
Os12g0163400,161.703958930333,393
Os01g0876400,161.626713176328,394
Os08g0548300,161.500268473467,395
Os05g0318300,161.41320042463,396
Os02g0588600,161.344485908229,397
Os11g0148200,161.325444023607,398
Os05g0395300,161.258888366566,399
Os02g0687900,161.181386082165,400
Os04g0224900,160.921112724576,401
Os01g0104800,160.785833980724,402
Os06g0342200,160.637120214752,403
Os05g0337400,160.601378689037,404
Os11g0454200,160.586849460343,405
Os12g0566250,160.489969972737,406
Os01g0182400,160.443672604127,407
Os01g0128200,160.246299266171,408
Os03g0278900,159.938178345558,409
Os04g0657300,159.823918682529,410
Os06g0152100,159.584968854224,411
Os12g0166500,159.578075427347,412
Os03g0178100,159.563241890445,413
Os06g0607200,159.462132488217,414
Os05g0537400,159.450800096224,415
Os03g0838900,159.312859612387,416
Os05g0426300,159.257625771522,417
Os01g0124650,159.132789482726,418
Os07g0556200,159.053312629498,419
Os01g0869800,159.030360751528,420
Os03g0708100,159.018328793404,421
Os05g0578500,158.799444599452,422
Os08g0549100,158.669790780742,423
Os01g0661500,158.583903172279,424
Os03g0309000,158.550502117059,425
Os06g0715100,158.521503550534,426
Os03g0355900,158.37604452951,427
Os04g0618500,158.371042079107,428
Os03g0712400,158.211835561402,429
Os02g0280400,158.186620553106,430
Os01g0873100,158.145268708207,431
Os11g0528500,158.097458893974,432
Os07g0673550,158.082085308951,433
Os08g0526300,158.015878031035,434
Os10g0545100,157.996829346147,435
Os07g0188266,157.757618580477,436
Os03g0327100,157.451518269041,437
Os03g0322800,157.445317758235,438
Os03g0775000,157.276031162006,439
Os02g0103900,157.192734619735,440
Os12g0137200,157.167102500623,441
Os05g0373400,157.159398994988,442
Os02g0274100,157.099463182575,443
Os01g0873200,157.063363614792,444
Os05g0432700,157.032117870233,445
Os12g0143900,156.966548095702,446
Os09g0556500,156.966139475993,447
Os12g0583700,156.708346249973,448
Os02g0139000,156.694755718565,449
Os01g0639900,156.657219257578,450
Os03g0156700,156.534540474913,451
Os01g0944900,156.501543035684,452
Os03g0109800,156.460264699886,453
Os03g0248000,156.160224070061,454
Os01g0780500,156.160161848762,455
Os04g0460300,156.158404847788,456
Os01g0332800,156.105144169157,457
Os07g0141400,156.072721796491,458
Os10g0572900,156.005052378635,459
Os07g0690300,155.848303829048,460
Os03g0265400,155.80623105256,461
Os04g0446500,155.793976639813,462
Os11g0543500,155.423522824917,463
Os06g0665800,155.321896946199,464
Os11g0425300,155.19807303828,465
Os03g0214600,155.10694610759,466
Os08g0103300,155.028216263568,467
Os06g0611900,154.978762441127,468
Os04g0398000,154.90040759428,469
Os03g0835400,154.824221621573,470
Os02g0226350,154.821681375864,471
Os06g0207200,154.580531740363,472
Os06g0645400,154.489648471842,473
Os03g0350300,154.103143460878,474
Os04g0645100,154.091300014123,475
Os03g0302000,154.08533225226,476
Os03g0708400,154.013823667765,477
Os01g0184800,153.997940679361,478
Os07g0139400,153.905764533502,479
Os12g0582800,153.870204951649,480
Os06g0686400,153.685350307615,481
Os01g0233900,153.67944325378,482
Os02g0821900,153.607477200787,483
Os01g0558600,153.596739440843,484
Os12g0112200,153.575814821349,485
Os06g0571400,153.558481551208,486
Os05g0301600,153.430878821227,487
Os09g0497600,153.393510985949,488
Os08g0519400,153.379265330941,489
Os09g0452900,153.303709428675,490
Os02g0192700,153.22549562129,491
Os01g0973400,153.155543590436,492
Os01g0267200,153.154975782603,493
Os05g0150800,153.078741310894,494
Os03g0262400,153.023611034044,495
Os01g0385400,152.915519593958,496
Os03g0118600,152.913545229348,497
Os02g0119600,152.882398860045,498
Os01g0513400,152.8678207017,499
Os08g0282400,152.489149602146,500
Os03g0128800,152.449742591199,501
Os03g0704000,152.419778573493,502
Os05g0557800,152.35392513116,503
Os07g0470700,152.202657133337,504
Os03g0178200,152.157856037199,505
Os02g0517300,152.145133127128,506
Os01g0839100,152.097564967381,507
Os09g0572400,152.091267891912,508
Os01g0936200,152.080793224024,509
Os01g0730800,152.048412667329,510
Os08g0105000,151.975160633845,511
Os03g0650900,151.940477425477,512
Os02g0751600,151.8375464209,513
Os08g0542900,151.769704841909,514
Os11g0169900,151.558333692671,515
Os05g0468800,151.549772403147,516
Os03g0643300,151.414176467253,517
Os04g0462300,151.407851772757,518
Os10g0382300,151.383291151813,519
Os01g0794400,151.193865086872,520
Os03g0792500,151.177976532744,521
Os04g0662700,151.165110570962,522
Os03g0286900,151.113662975543,523
Os03g0710600,150.974205179091,524
Os08g0169700,150.928364806995,525
Os04g0376300,150.702932017245,526
Os02g0744000,150.66324831692,527
Os03g0831100,150.609838683276,528
Os06g0546400,150.360792006506,529
Os06g0134800,150.264524189277,530
Os07g0545900,150.2280658883,531
Os09g0567400,150.154266877065,532
Os07g0683600,150.128701755517,533
Os08g0313200,150.019128671227,534
Os02g0652600,149.968514539192,535
Os06g0217600,149.788187431409,536
Os04g0615100,149.716521609158,537
Os04g0506900,149.685706186664,538
Os10g0343200,149.590659341342,539
Os01g0348900,149.588278748249,540
Os05g0595100,149.548390359004,541
Os02g0709800,149.541405719453,542
Os03g0203100,149.382127210841,543
Os07g0158300,149.317238170046,544
Os02g0697200,149.294140556416,545
Os12g0155100,149.258266187287,546
Os11g0456100,149.196943182232,547
Os05g0358700,149.164418637685,548
Os04g0539000,149.098150894528,549
Os10g0160000,149.037143967538,550
Os06g0152800,149.031294724703,551
Os01g0800300,148.953222618575,552
Os01g0917400,148.952212004804,553
Os11g0195600,148.949447691412,554
Os11g0219000,148.856453766347,555
Os07g0532500,148.612612106,556
Os07g0633200,148.612541098474,557
Os12g0616500,148.607199786541,558
Os06g0729650,148.582329200525,559
Os03g0781400,148.458342782953,560
Os01g0495900,148.338947167341,561
Os03g0375200,148.270397644652,562
Os08g0295300,148.247363661473,563
Os04g0659100,148.032504974901,564
Os03g0786100,147.975868730277,565
Os05g0304600,147.687063616756,566
Os02g0148500,147.664784834121,567
Os01g0924000,147.534088133721,568
Os01g0966300,147.409897146812,569
Os05g0597100,147.268820769612,570
Os03g0429800,147.075356337638,571
Os07g0549700,147.025676325118,572
Os03g0723400,146.936225050545,573
Os03g0169100,146.799134854702,574
Os11g0216400,146.770974016048,575
Os03g0265300,146.686421914321,576
Os02g0755900,146.672434363559,577
Os01g0959900,146.601222943838,578
Os12g0575000,146.284683192534,579
Os04g0614600,145.960263213396,580
Os01g0316500,145.942848642981,581
Os01g0850100,145.914008222724,582
Os05g0575300,145.656255172744,583
Os12g0478200,145.571037426163,584
Os03g0215000,145.430757370205,585
Os02g0815500,145.220724983999,586
Os01g0166100,145.186780459959,587
Os05g0462301,145.134453067675,588
Os07g0264800,145.107126221267,589
Os08g0472000,145.081586577763,590
Os04g0530400,145.005017284201,591
Os05g0568300,144.93070446366,592
Os12g0481100,144.814714020398,593
Os07g0100300,144.812260170944,594
Os02g0232400,144.734784622601,595
Os12g0564400,144.657185673768,596
Os08g0205400,144.521141578958,597
Os01g0970400,144.449399120235,598
Os05g0147400,144.43416845824,599
Os02g0596500,144.41163564698,600
Os02g0462300,144.403222504522,601
Os07g0681400,144.383994044053,602
Os05g0298200,144.16458343342,603
Os09g0379600,144.129942081874,604
Os03g0427900,144.108123489315,605
Os03g0284400,144.088890813769,606
Os07g0476500,143.959833229954,607
Os09g0551300,143.835947796331,608
Os02g0750600,143.572243453602,609
Os02g0168100,143.420459827238,610
Os05g0516300,143.417853906441,611
Os06g0503400,143.378053751044,612
Os03g0318600,143.357703625962,613
Os02g0744700,143.356706502797,614
Os07g0584000,143.229867493592,615
Os01g0661400,143.214175243349,616
Os06g0564500,143.199454428587,617
Os11g0526200,143.127081888661,618
Os01g0603000,143.055538814702,619
Os03g0196800,142.970713386073,620
Os08g0104100,142.928402774692,621
Os01g0805000,142.696364904679,622
Os12g0115700,142.597744022807,623
Os06g0697200,142.585580589661,624
Os09g0507400,142.503561644695,625
Os07g0534200,142.495053255442,626
Os02g0732500,142.210050833232,627
Os09g0426000,142.195792911195,628
Os01g0758200,142.125462032046,629
Os06g0289900,142.114147565622,630
Os07g0159900,142.044583133089,631
Os10g0552900,141.934486146128,632
Os12g0615900,141.819691198146,633
Os12g0564100,141.775896366721,634
Os05g0101400,141.716775226254,635
Os03g0717900,141.696065444888,636
Os03g0327600,141.584579047144,637
Os08g0110700,141.490925818447,638
Os01g0303600,141.465833323147,639
Os05g0533700,141.464421807222,640
Os06g0612200,141.364719433873,641
Os01g0951200,141.34952833472,642
Os07g0558300,141.303736368509,643
Os10g0556200,141.185199089398,644
Os08g0476700,141.175006259195,645
Os03g0337500,141.084423102211,646
Os04g0560500,141.039604901187,647
Os04g0520000,141.019984834415,648
Os03g0586700,140.725966383128,649
Os10g0578950,140.695254128731,650
Os02g0768600,140.641795145124,651
Os04g0691600,140.631437606794,652
Os05g0381700,140.569852109537,653
Os04g0405000,140.421352303441,654
Os08g0412800,140.402923872251,655
Os07g0570700,140.396850341546,656
Os06g0127500,140.261888915569,657
Os06g0472000,140.257626387982,658
Os01g0795700,140.232059978047,659
Os11g0648000,140.179960428984,660
Os01g0532800,139.997711805056,661
Os03g0859500,139.846984828096,662
Os01g0633000,139.804343852399,663
Os03g0263400,139.629809080276,664
Os05g0306000,139.612988006301,665
Os02g0550700,139.555359100377,666
Os04g0551800,139.538530063067,667
Os05g0365500,139.527543790157,668
Os07g0188233,139.516502936409,669
Os08g0483100,139.50365690885,670
Os01g0155400,139.502345695016,671
Os02g0782100,139.471254755014,672
Os01g0772200,139.429577785451,673
Os11g0112800,139.311133921125,674
Os09g0532800,139.309369378431,675
Os11g0298400,139.23107001658,676
Os07g0179400,139.220842742928,677
Os02g0205000,139.199986587178,678
Os06g0553100,139.111451218838,679
Os05g0552300,139.027345234008,680
Os01g0679000,138.942426452036,681
Os04g0320200,138.911028180342,682
Os01g0957900,138.874855035932,683
Os03g0161500,138.864959049737,684
Os01g0725800,138.862977815069,685
Os10g0565300,138.6736400532,686
Os10g0495600,138.572695132534,687
Os06g0683100,138.57254267768,688
Os07g0295800,138.48976294598,689
Os03g0235100,138.460781471197,690
Os04g0629500,138.387168467097,691
Os10g0189100,138.346226398899,692
Os07g0189800,138.252954165651,693
Os01g0224000,138.202437144844,694
Os02g0697300,138.182107750589,695
Os05g0513200,138.057108479543,696
Os03g0179000,138.003448749102,697
Os06g0594100,137.994414812999,698
Os01g0375000,137.951387840924,699
Os12g0583400,137.89002601041,700
Os03g0333000,137.821151915522,701
Os03g0736600,137.715135673566,702
Os01g0338600,137.62346039765,703
Os07g0203300,137.601984484928,704
Os05g0586050,137.573552704385,705
Os03g0735000,137.549686091059,706
Os11g0416900,137.544429506229,707
Os02g0191600,137.454739889913,708
Os07g0435400,137.267804739338,709
Os04g0650500,137.192592833668,710
Os06g0101300,137.191798473272,711
Os12g0578500,137.172763421324,712
Os04g0465500,136.746916023933,713
Os09g0332600,136.707988729245,714
Os03g0728800,136.424545641859,715
Os01g0571300,136.376730683581,716
Os02g0592200,136.34294910253,717
Os07g0658400,136.330052200988,718
Os06g0103300,136.239682146473,719
Os12g0443700,136.214544540727,720
Os10g0516300,136.177869899157,721
Os03g0399800,135.940326650998,722
Os01g0252600,135.92414637061,723
Os01g0108000,135.901485531083,724
Os03g0230300,135.722002309101,725
Os10g0370000,135.694916332852,726
Os02g0102400,135.614083578026,727
Os04g0442300,135.563455792893,728
Os03g0746800,135.530653087742,729
Os06g0153800,135.441566116424,730
Os03g0729100,135.317544279248,731
Os02g0179100,135.051814051617,732
Os08g0422600,135.031025995102,733
Os05g0579600,134.969138382471,734
Os07g0573300,134.96070242733,735
Os07g0565200,134.878361004947,736
Os03g0390000,134.843023795326,737
Os08g0530200,134.795108304526,738
Os08g0359000,134.751049343088,739
Os04g0625900,134.544717420393,740
Os12g0161700,134.316542188479,741
Os01g0589000,134.26658196246,742
Os05g0103200,134.250626776692,743
Os02g0234500,134.146265239463,744
Os02g0740500,134.101534267264,745
Os02g0229800,134.01340896775,746
Os01g0269000,133.896547663252,747
Os01g0585100,133.851375062405,748
Os05g0494500,133.723951767842,749
Os09g0487600,133.643824911919,750
Os08g0374800,133.618480661668,751
Os09g0475500,133.602005600819,752
Os03g0151700,133.560754578115,753
Os03g0190900,133.495095991233,754
Os03g0802200,133.471793471902,755
Os07g0558200,133.468042925674,756
Os05g0511700,133.465511462936,757
Os01g0723200,133.416871959226,758
Os03g0402400,133.350673190006,759
Os07g0626800,133.300687878973,760
Os12g0137500,133.291153427711,761
Os03g0232500,133.246177766775,762
Os07g0119000,133.243212947191,763
Os04g0459700,133.174176480517,764
Os04g0685600,133.097327126237,765
Os04g0445200,132.812941297718,766
Os03g0356582,132.801720153861,767
Os09g0325700,132.783376929879,768
Os04g0461100,132.775451955339,769
Os08g0182400,132.748270560169,770
Os09g0492700,132.747735491803,771
Os01g0224400,132.701688172183,772
Os08g0500100,132.645886882971,773
Os09g0546900,132.631635748184,774
Os06g0698674,132.61881845669,775
Os11g0482400,132.588492567128,776
Os12g0420400,132.576463590821,777
Os02g0705100,132.437868331549,778
Os12g0515400,132.432613630982,779
Os08g0254500,132.41659816155,780
Os03g0293100,132.383977653905,781
Os03g0744600,132.280512334394,782
Os01g0805400,132.125639630949,783
Os07g0658200,132.065090628549,784
Os02g0794900,132.038604078171,785
Os06g0607100,132.008991026302,786
Os01g0602800,131.821945168215,787
Os10g0510700,131.803808434255,788
Os01g0227100,131.65851020844,789
Os08g0192900,131.637933746327,790
Os11g0454300,131.530840637333,791
Os04g0469500,131.492632827251,792
Os05g0410900,131.456985493061,793
Os04g0674400,131.441312158858,794
Os09g0491644,131.366899487574,795
Os03g0300300,131.365527133195,796
Os01g0595400,131.19463470377,797
Os02g0114700,131.110098779081,798
Os05g0365600,131.07862008994,799
Os06g0223700,130.975811073321,800
Os02g0671800,130.970615665255,801
Os08g0107500,130.888016374391,802
Os05g0362300,130.610159177356,803
Os07g0108300,130.58535043788,804
Os03g0136500,130.339267369821,805
Os02g0814700,130.305862472536,806
Os11g0644600,130.245146749116,807
Os02g0555300,130.113299425223,808
Os03g0625900,130.069358402527,809
Os06g0185900,130.066304913822,810
Os01g0534800,129.876383056567,811
Os06g0155600,129.772343962974,812
Os06g0542150,129.711527555581,813
Os02g0554000,129.620971436773,814
Os03g0305000,129.593043173552,815
Os12g0580500,129.449338904755,816
Os02g0489525,129.390539860516,817
Os01g0753500,129.343725237321,818
Os10g0465800,129.28194684043,819
Os04g0398600,129.227646304885,820
Os03g0743400,129.095991612516,821
