Gene,kTotal,Rank
Os11g0592800,83.0784286968988,1932
Os01g0295900,83.0697669594123,1933
Os04g0640700,83.0516205042414,1934
Os01g0200500,83.0480010927315,1935
Os03g0366200,83.0381427458455,1936
Os03g0363500,83.0181739087279,1937
Os04g0266900,83.0156309703212,1938
Os10g0205300,83.0037342851898,1939
Os02g0326700,82.9881360541562,1940
Os05g0388600,82.9774211828589,1941
Os03g0747700,82.924602328231,1942
Os02g0218200,82.9103003698784,1943
Os03g0308900,82.8350759373883,1944
Os12g0571200,82.8114589034921,1945
Os01g0709400,82.7753833055624,1946
Os03g0705800,82.7227662478855,1947
Os02g0467300,82.7193740058561,1948
Os03g0673400,82.7109850153106,1949
Os06g0536850,82.703615415827,1950
Os02g0719100,82.6591094540953,1951
Os09g0394700,82.6407425523068,1952
Os12g0233800,82.5983055919234,1953
Os08g0215300,82.5898949518283,1954
Os11g0643700,82.5800143661938,1955
Os07g0595700,82.5677635272361,1956
Os08g0430500,82.5513057049228,1957
Os09g0364400,82.4840444718882,1958
Os04g0433200,82.468625264012,1959
Os01g0881900,82.4539909316202,1960
Os12g0477400,82.4489992579402,1961
Os05g0528200,82.4462276458245,1962
Os11g0127900,82.3664628248159,1963
Os02g0574500,82.3572160471111,1964
Os10g0545300,82.3493522037686,1965
Os05g0127400,82.3421117452099,1966
Os05g0199100,82.3373288916738,1967
Os04g0614500,82.3259092476422,1968
Os05g0585400,82.3171627201416,1969
Os09g0527900,82.3128013441888,1970
Os06g0102100,82.2087747059384,1971
Os07g0177100,82.1765727932515,1972
Os08g0537800,82.1623842662867,1973
Os03g0571900,82.0642217505997,1974
Os01g0233000,82.0582206143281,1975
Os12g0127800,82.0563697439424,1976
Os01g0280400,82.0221052348181,1977
Os03g0263700,81.9832642371648,1978
Os06g0365700,81.9296102442892,1979
Os02g0759900,81.9109687299109,1980
Os03g0693700,81.8748315517714,1981
Os02g0699600,81.8736593898384,1982
Os10g0466000,81.8648153782466,1983
Os07g0561500,81.8535014801384,1984
Os04g0103200,81.8211945836542,1985
Os07g0178900,81.8177652762333,1986
Os03g0843800,81.757248422072,1987
Os08g0485900,81.7010471895213,1988
Os01g0921300,81.6851594698679,1989
Os05g0244500,81.6243830513222,1990
Os05g0127200,81.6190140070737,1991
Os11g0433600,81.5548708359167,1992
Os03g0396900,81.5490673049641,1993
Os02g0321900,81.5158370150695,1994
Os01g0711400,81.5062443179361,1995
Os05g0523300,81.4945844768484,1996
Os02g0448400,81.490235191543,1997
Os01g0950900,81.4020156405162,1998
Os01g0763000,81.4015716192753,1999
Os09g0459800,81.3990911269755,2000
Os01g0672400,81.3963488246058,2001
Os02g0822000,81.3310032250584,2002
Os01g0908700,81.3109523350907,2003
Os01g0149800,81.2965000084025,2004
Os07g0673200,81.2871354505955,2005
Os02g0589400,81.2697719641001,2006
Os01g0857700,81.2086942641736,2007
Os02g0794700,81.1730400033243,2008
Os03g0177400,81.1628438655593,2009
Os11g0621000,81.1558794992737,2010
Os03g0293900,81.120752684403,2011
Os02g0293350,81.1043103562165,2012
Os07g0666900,81.0897009416216,2013
Os09g0565700,81.0656617027106,2014
Os09g0563200,81.0180391580939,2015
Os04g0527400,81.0133256366693,2016
Os08g0376200,80.9865602378419,2017
Os06g0109200,80.9763167228831,2018
Os07g0208500,80.9680091413757,2019
Os06g0678200,80.9002027900732,2020
Os08g0359500,80.7459943880138,2021
Os05g0392000,80.7304083614451,2022
Os12g0628100,80.7107182637647,2023
Os01g0962100,80.684218881135,2024
Os01g0840700,80.6793254343055,2025
Os02g0735700,80.6560630586274,2026
Os10g0524400,80.6545347726095,2027
Os10g0552700,80.6408122180094,2028
Os04g0347900,80.6307728658387,2029
Os09g0568266,80.5826214225035,2030
Os03g0811700,80.5643777412901,2031
Os02g0623500,80.5192726357135,2032
Os12g0162500,80.4526211542062,2033
Os05g0548900,80.4159250132142,2034
Os03g0617900,80.3715619472388,2035
Os12g0294100,80.312420336018,2036
Os03g0177900,80.25597588394,2037
Os01g0958900,80.2242682677996,2038
Os03g0265700,80.2045898331217,2039
Os03g0561283,80.2014149343737,2040
Os02g0288200,80.1609788152119,2041
Os03g0835100,80.1483234959907,2042
Os02g0608700,80.1344505100889,2043
Os06g0233000,80.1084127211688,2044
Os01g0328300,80.0751717156743,2045
Os12g0443800,80.0735141285559,2046
Os02g0821200,79.9697713224267,2047
Os02g0119800,79.9653755332475,2048
Os03g0718800,79.9077925941459,2049
Os02g0477100,79.8950634078051,2050
Os01g0583100,79.892680497802,2051
Os01g0748600,79.8789471687038,2052
Os03g0610650,79.8647232653424,2053
Os01g0589300,79.7925565125597,2054
Os09g0297400,79.6919757496561,2055
Os01g0687500,79.6918661483533,2056
Os09g0248100,79.6907715805161,2057
Os03g0725100,79.687322881879,2058
Os04g0413600,79.6780828637,2059
Os09g0560700,79.6664714887099,2060
Os04g0623500,79.6423941341378,2061
Os05g0179100,79.6283542756557,2062
Os10g0430200,79.6159425347704,2063
Os05g0529000,79.6101652146561,2064
Os10g0405600,79.582131491425,2065
Os09g0484300,79.5707080329241,2066
Os04g0613400,79.55785547969,2067
Os01g0166800,79.3940556273574,2068
Os02g0307800,79.371393740954,2069
Os03g0694900,79.3697854715034,2070
Os05g0403600,79.3569391870302,2071
Os03g0369800,79.3187289235685,2072
Os05g0558000,79.2588729440954,2073
Os08g0106501,79.2136601568131,2074
Os06g0589500,79.209134445934,2075
Os01g0376700,79.1851613148926,2076
Os10g0422401,79.1612945431685,2077
Os01g0257400,79.1596019337239,2078
Os02g0823000,79.1562292024744,2079
Os08g0104900,79.1213764117345,2080
Os09g0423300,79.1190922014831,2081
Os08g0518800,79.1168826594606,2082
Os01g0708350,79.1143336944963,2083
Os08g0450800,79.113091227391,2084
Os11g0106200,79.0732073853833,2085
Os02g0654500,79.0251039433244,2086
Os04g0666900,78.9787362159023,2087
Os01g0924300,78.9495583073276,2088
Os05g0170800,78.8963107073579,2089
Os11g0211800,78.8860315263467,2090
Os07g0173601,78.8492431132997,2091
Os01g0125900,78.8261422200457,2092
Os11g0438000,78.7810385756519,2093
Os03g0715500,78.7082262507102,2094
Os10g0345100,78.6311278542221,2095
Os08g0478500,78.6213035098869,2096
Os01g0835500,78.5921492899641,2097
Os06g0231300,78.5355888767469,2098
Os05g0508900,78.4832416057296,2099
Os11g0118600,78.4562853585066,2100
Os06g0486800,78.4009037300513,2101
Os06g0149400,78.3826767076382,2102
Os03g0744700,78.3240041537929,2103
Os01g0200350,78.301880319795,2104
Os06g0506600,78.2527557320888,2105
Os02g0697500,78.2294444861315,2106
Os02g0730500,78.2008504086484,2107
Os08g0487800,78.1504797895047,2108
Os10g0537300,78.1488745437937,2109
Os04g0465432,78.118698598359,2110
Os05g0564200,78.0868431814874,2111
Os06g0726400,78.0689018511698,2112
Os12g0168100,78.0531494911317,2113
Os03g0791500,78.0526718942653,2114
Os07g0438700,78.0275329245386,2115
Os10g0466200,77.9965172399214,2116
Os03g0646800,77.9876677836717,2117
Os03g0828100,77.9720742326722,2118
Os11g0615000,77.9711735570583,2119
Os01g0935600,77.931047319952,2120
Os08g0488700,77.9081696933319,2121
Os06g0218500,77.8771154342534,2122
Os01g0559000,77.8382455067669,2123
Os09g0280500,77.837274332827,2124
Os12g0641400,77.8224639127303,2125
Os03g0632800,77.8219220476785,2126
Os01g0708900,77.7445956744786,2127
Os06g0325500,77.7311526754585,2128
Os01g0195400,77.7306186460449,2129
Os06g0224100,77.7079492753275,2130
Os12g0270300,77.6439499223084,2131
Os05g0567300,77.5900354305035,2132
Os01g0978500,77.5860321454935,2133
Os12g0148500,77.5849276803392,2134
Os10g0450800,77.5227301377891,2135
Os10g0478300,77.5221779406203,2136
Os03g0224200,77.5016256434747,2137
Os04g0466600,77.4968222718721,2138
Os01g0747700,77.4250425289029,2139
Os02g0478700,77.3647880547273,2140
Os02g0770000,77.3179315822412,2141
Os05g0138300,77.2753444126069,2142
Os05g0556900,77.2630200875101,2143
Os11g0657300,77.2545845502284,2144
Os04g0435700,77.2544282577928,2145
Os04g0609100,77.2308497032139,2146
Os02g0611400,77.2205846451649,2147
Os01g0120500,77.1995286853152,2148
Os08g0110600,77.1897671662981,2149
Os06g0625800,77.1812787892874,2150
Os05g0514200,77.160710727871,2151
Os08g0113200,77.1425265336953,2152
Os08g0224700,77.114164167157,2153
Os07g0207400,77.1114409781603,2154
Os02g0817700,77.0941176383784,2155
Os03g0202500,77.0610059000018,2156
Os07g0240600,77.0175400482454,2157
Os11g0615200,76.9372523172613,2158
Os04g0231800,76.8980727697666,2159
Os11g0417400,76.8682653005437,2160
Os02g0742500,76.8270545862129,2161
Os03g0218400,76.821743991644,2162
Os08g0425700,76.811156499283,2163
Os08g0224800,76.7966615748159,2164
Os02g0831800,76.7758728175612,2165
Os03g0249200,76.73968099656,2166
Os09g0344650,76.7359892912507,2167
Os06g0134000,76.6025323676143,2168
Os03g0439800,76.5771529146906,2169
Os06g0551400,76.57406461014,2170
Os03g0137400,76.5500124601252,2171
Os01g0192300,76.5443232506635,2172
Os01g0197900,76.5087544577424,2173
Os04g0102500,76.4937851964547,2174
Os01g0558700,76.4826005098517,2175
Os01g0867600,76.4737285415814,2176
Os12g0613700,76.4480516913084,2177
Os01g0106500,76.4298954907526,2178
Os09g0103700,76.3967665031314,2179
Os05g0497675,76.3816589578438,2180
Os01g0521400,76.3755012277859,2181
Os07g0179200,76.3039897194766,2182
Os11g0702100,76.2806072216344,2183
Os09g0252000,76.2772166284012,2184
Os05g0560600,76.223979809641,2185
Os02g0796500,76.2238156293028,2186
Os04g0504700,76.2235749790011,2187
Os12g0605800,76.2020578204318,2188
Os05g0110800,76.1972703266245,2189
Os04g0672900,76.1811594295546,2190
Os09g0460500,76.1587298839266,2191
Os03g0776100,76.156481324108,2192
Os01g0856800,75.9893972057548,2193
Os08g0276100,75.9510295441486,2194
Os11g0147150,75.9000289701972,2195
Os08g0117300,75.8923722900105,2196
Os10g0100700,75.8903969679002,2197
Os11g0637800,75.8564528348961,2198
Os09g0498100,75.7653096959137,2199
Os09g0458400,75.7454333430614,2200
Os01g0801600,75.7244758999152,2201
Os01g0762400,75.7228074259254,2202
Os02g0293500,75.7063729023579,2203
Os01g0186700,75.6436251542666,2204
Os12g0529200,75.6422129012517,2205
Os01g0772600,75.6199653684629,2206
Os03g0411500,75.595273187444,2207
Os03g0720300,75.5681489706972,2208
Os07g0182000,75.5679893868406,2209
Os01g0851100,75.5493928551853,2210
Os10g0206500,75.5293298729114,2211
Os05g0534600,75.4798790109784,2212
Os06g0667500,75.4790725534355,2213
Os02g0324700,75.4511279740648,2214
Os05g0596600,75.4473123028579,2215
Os12g0448900,75.427583071044,2216
Os06g0136000,75.3900475110988,2217
Os01g0164400,75.328997610262,2218
Os11g0256000,75.2873951064782,2219
Os12g0288600,75.2802389374172,2220
Os04g0671800,75.2507156807304,2221
Os01g0575000,75.2483535021627,2222
Os06g0182400,75.2473473139303,2223
Os07g0589600,75.1930609433411,2224
Os05g0144400,75.1908296812766,2225
Os01g0141100,75.1836169866174,2226
Os03g0286200,75.1816027828703,2227
Os05g0200100,75.0932091745752,2228
Os12g0618400,75.078892999407,2229
Os01g0649000,74.9563162259911,2230
Os04g0381000,74.9402256033856,2231
Os07g0601000,74.907927490402,2232
Os03g0269000,74.8917819837118,2233
Os10g0390500,74.8845505468024,2234
Os11g0186200,74.837342038336,2235
Os06g0714900,74.8314939553322,2236
Os02g0532900,74.81461528032,2237
Os07g0186000,74.8099124575504,2238
Os01g0911000,74.6962844268133,2239
Os03g0149300,74.6915900598766,2240
Os03g0795900,74.6732168223351,2241
Os11g0456300,74.6221377237379,2242
Os04g0409900,74.5582754185245,2243
Os03g0348900,74.5255780523405,2244
Os07g0687100,74.5005841979777,2245
Os09g0568800,74.4951466070821,2246
Os07g0415200,74.4861344947907,2247
Os05g0549700,74.4652282910635,2248
Os03g0280400,74.4549408248322,2249
Os12g0103000,74.4025958627139,2250
Os02g0245100,74.392665941483,2251
Os12g0510750,74.3473836373134,2252
Os02g0802700,74.2957270677771,2253
Os01g0707300,74.2679933098261,2254
Os07g0164800,74.239165513381,2255
Os01g0148700,74.1952436359639,2256
Os03g0310400,74.1796421316357,2257
Os10g0456900,74.1611832178136,2258
Os11g0537300,74.1409801490145,2259
Os01g0767000,74.1331502613864,2260
Os02g0478500,74.1284865815461,2261
Os02g0230000,74.1110964790989,2262
Os06g0625900,74.0996362927206,2263
Os06g0643300,74.0745017243589,2264
Os01g0698000,74.0411735136717,2265
Os09g0528300,74.0188439878062,2266
Os06g0708300,73.9842465749798,2267
Os01g0524700,73.8979559672672,2268
Os01g0120400,73.8025190409356,2269
Os12g0123900,73.8013022617777,2270
Os09g0504700,73.7831459104549,2271
Os06g0168000,73.7672931057202,2272
Os03g0557900,73.7666088154748,2273
Os03g0851200,73.7555204154995,2274
Os03g0188500,73.7347814554468,2275
Os05g0135500,73.65921622084,2276
Os02g0625300,73.6473807637162,2277
Os03g0704901,73.6393592527016,2278
Os05g0589600,73.6355908733299,2279
Os03g0410900,73.6183845578754,2280
Os12g0137100,73.6150923663426,2281
Os03g0198600,73.5862433588872,2282
Os03g0818400,73.5433058996486,2283
Os04g0655300,73.4803262189254,2284
Os03g0100040,73.4657836141941,2285
Os03g0810900,73.4648642785329,2286
Os05g0182600,73.4052195351068,2287
Os02g0118200,73.3846182225113,2288
Os02g0241300,73.3686421945277,2289
Os06g0480500,73.345112987156,2290
Os01g0590200,73.3344933445603,2291
Os07g0222700,73.3176370168451,2292
Os03g0187300,73.3153023731193,2293
Os11g0272800,73.2948521946564,2294
Os08g0116500,73.2605240923369,2295
Os07g0412100,73.2057114559919,2296
Os03g0750800,73.2043339273459,2297
Os12g0538100,73.2009465974641,2298
Os10g0118200,73.1885857048471,2299
Os03g0754500,73.1519807617431,2300
Os11g0557300,73.0974222883778,2301
Os10g0188250,73.0792745522653,2302
Os11g0307950,73.0409300284707,2303
Os04g0538750,73.0280901350692,2304
Os06g0251000,72.9689770702833,2305
Os03g0795200,72.963670212267,2306
Os01g0182900,72.9536491016122,2307
Os04g0415200,72.936521286635,2308
Os04g0605900,72.8803139915957,2309
Os07g0603100,72.8801644634954,2310
Os09g0314333,72.877340066011,2311
Os01g0842400,72.8626543689969,2312
Os06g0230100,72.7876340809698,2313
Os01g0875400,72.7848750490849,2314
Os02g0475300,72.7685837988206,2315
Os02g0652000,72.7243819556975,2316
Os02g0291500,72.6778185257095,2317
Os01g0199400,72.6664109879773,2318
Os06g0332400,72.6058400086854,2319
Os02g0312800,72.5974465408908,2320
Os12g0171500,72.5659943336375,2321
Os12g0208900,72.5411246268606,2322
Os01g0642100,72.5367570960115,2323
Os07g0670600,72.5023559622909,2324
Os01g0673500,72.4929278363033,2325
Os02g0770600,72.458190666616,2326
Os02g0121600,72.4336585857039,2327
Os09g0123300,72.4024659135141,2328
Os08g0315200,72.3761848909603,2329
Os02g0778500,72.3743087745795,2330
Os05g0531100,72.3714067790339,2331
Os03g0158300,72.362200338644,2332
Os02g0285900,72.3617550680651,2333
Os07g0549800,72.3351074773159,2334
Os03g0224700,72.3038652415882,2335
Os03g0340500,72.2937901960098,2336
Os10g0554900,72.2762404258144,2337
Os01g0607800,72.2724263135375,2338
Os01g0699900,72.2563474508776,2339
Os11g0213900,72.2314102393882,2340
Os10g0184250,72.1628864326979,2341
Os04g0479700,72.1112591364569,2342
Os04g0470700,72.1071079593225,2343
Os04g0497000,72.0976190811109,2344
Os02g0133100,72.0737785925561,2345
Os11g0536800,72.0076447846944,2346
Os09g0542800,72.0053335968527,2347
Os07g0194950,71.9636557448233,2348
Os03g0730400,71.9628328223572,2349
Os10g0391200,71.9400225997471,2350
Os02g0795900,71.9243924370346,2351
Os10g0419300,71.8911496627176,2352
Os06g0203600,71.815847964207,2353
Os02g0128200,71.7068940344392,2354
Os04g0643000,71.7019296665407,2355
Os01g0227300,71.5765738213087,2356
Os02g0195800,71.571794869615,2357
Os02g0184200,71.55538253873,2358
Os06g0232000,71.5127255036652,2359
Os06g0638200,71.4414356561882,2360
Os02g0730300,71.4274182587103,2361
Os03g0116000,71.3892633800872,2362
Os01g0199900,71.3626599853641,2363
Os12g0145700,71.306070605787,2364
Os04g0660600,71.2800696716041,2365
Os02g0184300,71.2698150330591,2366
Os09g0565600,71.2638661938514,2367
Os01g0133100,71.2638459962395,2368
Os02g0203700,71.2536421539804,2369
Os01g0813700,71.2400794529063,2370
Os11g0220300,71.2010591273723,2371
Os07g0548300,71.197752275226,2372
Os02g0143100,71.1828747353567,2373
Os07g0471000,71.0573471253052,2374
Os05g0487300,71.0518395943749,2375
Os01g0693900,71.0331051773877,2376
Os02g0621300,71.0211581943488,2377
Os07g0111600,70.986837076929,2378
Os03g0707250,70.9797610808129,2379
Os04g0298200,70.9797021425624,2380
Os12g0508300,70.9755418519368,2381
Os02g0461200,70.9617744086788,2382
Os12g0176800,70.9327862221738,2383
Os08g0200300,70.9193603018117,2384
Os10g0546400,70.9179818167343,2385
Os12g0170100,70.9124114238989,2386
Os11g0294600,70.8753976233283,2387
Os01g0338200,70.8712126624346,2388
Os07g0608300,70.8179580090834,2389
Os05g0463800,70.8134494863295,2390
Os07g0539300,70.7445662765296,2391
Os09g0279500,70.7005276812306,2392
Os07g0213400,70.6870288553234,2393
Os01g0935300,70.6627331603194,2394
Os03g0294800,70.6309397793882,2395
Os09g0378300,70.61387826073,2396
Os01g0327100,70.607821353194,2397
Os08g0532400,70.5647092915885,2398
Os02g0731500,70.5442971928177,2399
Os01g0866800,70.4868658660109,2400
Os09g0493600,70.4811429494955,2401
Os03g0805100,70.4710395554816,2402
Os08g0524501,70.4508213791965,2403
Os05g0566500,70.449494100982,2404
Os12g0640600,70.4305272226521,2405
Os02g0184500,70.3587952487244,2406
Os04g0599700,70.3524987895159,2407
Os09g0482720,70.3229874821259,2408
Os01g0857500,70.3188333791266,2409
Os08g0480100,70.3148566192045,2410
Os06g0139800,70.3056535794024,2411
Os12g0527900,70.3014118020905,2412
Os08g0547500,70.2679988342529,2413
Os07g0170100,70.2612172197503,2414
Os04g0544100,70.194281262839,2415
Os03g0256400,70.1788608909106,2416
Os08g0559400,70.1076191743763,2417
Os04g0602300,70.1069923818896,2418
Os06g0726100,70.106393931594,2419
Os04g0452000,69.9999600399151,2420
Os03g0331600,69.9768217712763,2421
Os01g0900900,69.9624367769698,2422
Os07g0287100,69.9334614293031,2423
Os04g0390500,69.9198131590713,2424
Os06g0151900,69.898426597188,2425
Os03g0126000,69.8632269463886,2426
Os01g0524251,69.8538304131104,2427
Os01g0243200,69.8034017260731,2428
Os06g0116400,69.7589886125687,2429
Os03g0565300,69.7347885919062,2430
Os03g0667800,69.7247378418501,2431
Os07g0597200,69.7246964752265,2432
Os06g0115400,69.6385286106928,2433
Os08g0359300,69.5811032152791,2434
Os08g0130400,69.5727733607448,2435
Os02g0824500,69.5515321874543,2436
Os02g0754700,69.5114288230632,2437
Os12g0520200,69.4880727000606,2438
Os03g0285700,69.4848096032698,2439
Os06g0255300,69.423512343129,2440
Os07g0252400,69.402566147957,2441
Os03g0254400,69.3814201592582,2442
Os11g0175500,69.3721719227769,2443
Os01g0962200,69.3581459510956,2444
Os07g0581000,69.3345957861166,2445
Os01g0951100,69.2719231388717,2446
Os06g0192600,69.2398822851781,2447
Os11g0602500,69.232195198925,2448
Os02g0302700,69.226046626181,2449
Os02g0221500,69.222747298186,2450
Os03g0132800,69.2200523738804,2451
Os06g0163200,69.218858167569,2452
Os01g0778700,69.2053919738469,2453
Os02g0198600,69.1780567417267,2454
Os03g0707200,69.1412569387484,2455
Os02g0804300,69.0860486003592,2456
Os08g0545200,69.0673111445953,2457
Os02g0760200,69.0623020178526,2458
Os05g0170200,69.0129003343608,2459
Os03g0286300,69.0090370359112,2460
Os02g0749800,68.9940246391152,2461
Os10g0104500,68.9818875955928,2462
Os08g0109000,68.9633225672401,2463
Os12g0595800,68.9624464248656,2464
Os08g0558600,68.9100396273062,2465
Os03g0232900,68.9083261357689,2466
Os04g0386500,68.8379145719127,2467
Os12g0238900,68.7764633176159,2468
Os01g0783100,68.7610295129148,2469
Os01g0151400,68.7484709250064,2470
Os02g0793700,68.7481622154728,2471
Os05g0571700,68.7059513272652,2472
Os03g0297300,68.6332320654893,2473
Os07g0576000,68.632296297248,2474
Os01g0329400,68.6279577702451,2475
Os09g0542000,68.6248078145125,2476
Os12g0607100,68.6160975701543,2477
Os01g0944100,68.6129653899456,2478
Os08g0557900,68.573302234563,2479
Os08g0434632,68.5625114618407,2480
Os01g0239200,68.5535844727203,2481
Os06g0111300,68.5431772424865,2482
Os04g0206700,68.4878501854829,2483
Os02g0833300,68.4401468905338,2484
Os01g0884900,68.4083875843668,2485
Os03g0323100,68.3858286150244,2486
Os01g0136400,68.3676607323668,2487
Os11g0116400,68.3458874366723,2488
Os03g0424800,68.3409800349788,2489
Os04g0631800,68.3315405445583,2490
Os07g0626400,68.2404484101416,2491
Os05g0579300,68.2401616898975,2492
Os09g0512800,68.2192989092641,2493
Os02g0672400,68.2154455351199,2494
Os02g0592300,68.1858451324495,2495
Os05g0420600,68.1836738596139,2496
Os10g0504600,68.1715954971664,2497
Os06g0309200,68.088399398133,2498
Os06g0211200,68.0771441697514,2499
Os06g0354700,68.0448872941456,2500
Os08g0126300,68.0252044501473,2501
Os01g0806200,67.9459012851262,2502
Os10g0463800,67.9216825401404,2503
Os03g0362200,67.8816478251326,2504
Os02g0832500,67.8792726445323,2505
Os03g0219300,67.855604120068,2506
Os02g0690800,67.8233388284423,2507
Os03g0820700,67.8135934459532,2508
Os02g0714600,67.7842778936924,2509
Os02g0638000,67.7794134677351,2510
Os11g0551800,67.7483872237295,2511
Os01g0895100,67.7021825060535,2512
Os07g0182100,67.6961868867172,2513
Os08g0150800,67.6881404440138,2514
Os02g0635700,67.6230329689835,2515
Os06g0574400,67.5983366847944,2516
Os01g0742500,67.590914365614,2517
Os06g0219400,67.5830001201693,2518
Os02g0826100,67.5782166656271,2519
Os01g0682500,67.5604386570371,2520
Os04g0585200,67.5452430879288,2521
Os02g0783100,67.5074051703559,2522
Os04g0573000,67.5059189315797,2523
Os04g0225001,67.4923886822089,2524
Os01g0721900,67.4859174741752,2525
Os08g0542100,67.4535531362533,2526
Os01g0276000,67.4438005731142,2527
Os03g0776150,67.3751100545599,2528
Os06g0204400,67.3371664793344,2529
Os05g0586900,67.327650383045,2530
Os04g0623300,67.2769991080569,2531
Os10g0577600,67.2659595486968,2532
Os12g0175900,67.2615516182883,2533
Os05g0545000,67.260773704881,2534
Os08g0455800,67.1967287671931,2535
Os05g0159200,67.1957784782288,2536
Os01g0143300,67.1942389796676,2537
Os09g0408900,67.1394042518615,2538
Os04g0644700,67.1207403820474,2539
Os11g0100100,67.090822327987,2540
Os04g0132300,67.0705979748316,2541
Os01g0118400,67.0389717689216,2542
Os07g0617800,67.0217689431101,2543
Os04g0676700,67.0084382254461,2544
Os02g0528200,67.0057225101189,2545
Os12g0635500,67.0012975452491,2546
Os03g0154700,66.9739511270098,2547
Os02g0150700,66.9690348750485,2548
Os04g0201900,66.9430683788999,2549
Os03g0832600,66.8997655043891,2550
Os09g0421500,66.8977448964044,2551
Os05g0540100,66.8583125073524,2552
Os03g0408300,66.803439686235,2553
Os07g0658700,66.7058609842992,2554
Os04g0600200,66.6999741949347,2555
Os06g0613500,66.6387303393098,2556
Os03g0228200,66.6064966160574,2557
Os03g0374575,66.5968921758685,2558
Os04g0601700,66.5820751041715,2559
Os06g0482200,66.5593938115038,2560
Os01g0592900,66.5586660051248,2561
Os04g0201200,66.5531422955761,2562
Os12g0238000,66.5257708731385,2563
Os09g0327400,66.4538874125601,2564
Os03g0186100,66.43133596019,2565
Os11g0275000,66.4298239809207,2566
Os09g0467100,66.4227933666419,2567
Os07g0290800,66.3849812154554,2568
Os06g0731300,66.3726457779013,2569
Os02g0665250,66.3511808659847,2570
Os05g0129900,66.3303798843772,2571
Os03g0638400,66.3158659091258,2572
Os06g0568200,66.3131565638102,2573
Os04g0311100,66.3099469180841,2574
Os10g0411700,66.2928384250645,2575
Os11g0433900,66.2310133168917,2576
Os06g0670000,66.2007836077584,2577
Os01g0764500,66.1592112744489,2578
Os03g0271200,66.1449473809619,2579
Os05g0186100,66.1056856399333,2580
Os04g0583000,66.1036367948782,2581
Os05g0145600,66.0494736986362,2582
Os09g0511700,66.0148134804127,2583
Os03g0111400,65.9155312207368,2584
Os03g0582200,65.9140391021367,2585
Os07g0687900,65.9018488106158,2586
Os04g0626000,65.8399091275976,2587
Os07g0661600,65.8325960242935,2588
Os11g0147000,65.7900534225961,2589
Os03g0276600,65.7889758315002,2590
Os04g0671200,65.7808253567539,2591
Os04g0663700,65.7733856643714,2592
Os10g0161100,65.7686855241208,2593
Os11g0215100,65.7599421439104,2594
Os03g0582900,65.7528565390395,2595
Os09g0317700,65.731472176643,2596
Os05g0541200,65.6973317456032,2597
Os01g0180300,65.6731861568153,2598
Os11g0539200,65.6046189948003,2599
Os08g0245400,65.5990645823255,2600
Os01g0642000,65.5769445892685,2601
Os04g0479100,65.5312830168802,2602
Os02g0574100,65.5157895193351,2603
Os06g0505700,65.5072215203076,2604
Os10g0457000,65.4783080487251,2605
Os05g0566800,65.4410340351077,2606
Os03g0379300,65.4250273607815,2607
Os06g0308800,65.4140821246263,2608
Os11g0572500,65.4058664357271,2609
Os05g0565500,65.3709621153319,2610
Os05g0477300,65.3245959361514,2611
Os04g0150300,65.2757788724006,2612
Os10g0535900,65.2611699668759,2613
Os08g0265500,65.2577878517053,2614
Os06g0248500,65.2329319620162,2615
Os05g0196800,65.2221939370093,2616
Os03g0140700,65.179290036135,2617
Os06g0661600,65.1531845756458,2618
Os12g0417000,65.1482017665039,2619
Os01g0900200,65.1452202290856,2620
Os01g0165800,65.1339885720785,2621
Os02g0217600,65.1261790505019,2622
Os06g0698859,65.0489280625385,2623
Os10g0567500,65.033999281354,2624
Os01g0767900,65.011582254858,2625
Os01g0673900,64.9547708140322,2626
Os01g0616600,64.9526187948125,2627
Os04g0403300,64.9520845933065,2628
Os02g0480900,64.8997235599265,2629
Os02g0499000,64.8964578893624,2630
Os05g0529300,64.8811279486291,2631
Os04g0641000,64.8613819206451,2632
Os04g0348100,64.8600401424795,2633
Os03g0227400,64.830919297325,2634
Os07g0639600,64.8229451359536,2635
Os03g0182700,64.790842111213,2636
Os02g0785800,64.7791704099123,2637
Os01g0221500,64.7742273362795,2638
Os04g0556300,64.764275930739,2639
Os07g0675000,64.7201855174795,2640
Os12g0235300,64.6877528709836,2641
Os01g0281000,64.6370546672106,2642
Os07g0421200,64.6349673840149,2643
Os11g0256050,64.6144621071025,2644
Os10g0415800,64.5907808667602,2645
Os03g0806400,64.5162237709426,2646
Os05g0435700,64.5154605438645,2647
Os03g0187600,64.4413477076975,2648
Os07g0602100,64.4406689955693,2649
Os02g0578800,64.4207921579206,2650
Os11g0490900,64.4083295630519,2651
Os08g0436600,64.4074727058968,2652
Os03g0203000,64.3717143757501,2653
Os06g0126500,64.3437789784426,2654
Os02g0754300,64.3338571000022,2655
Os06g0143400,64.3189913255836,2656
Os08g0224300,64.3180404716984,2657
Os04g0419550,64.2876125014166,2658
Os02g0281000,64.2824253168992,2659
Os01g0868000,64.2815952236566,2660
Os07g0656200,64.2794485722145,2661
Os05g0585900,64.2374572498225,2662
Os03g0157800,64.2366570909836,2663
Os01g0695200,64.22225829474,2664
Os07g0626100,64.2134285573595,2665
Os06g0606401,64.2045649940321,2666
Os09g0465800,64.1809525701309,2667
Os12g0557800,64.1463852348434,2668
Os03g0314100,64.1077231750153,2669
Os01g0120800,64.0815526689368,2670
Os06g0141200,64.061604957612,2671
