Source,Target,k,pcc
54,30,57,0.816320457995632
54,11,78,0.812104280297085
54,34,16,0.867871785596023
54,12,41,0.82904114053441
54,71,67,0.815943570985197
54,15,27,0.844580307941858
54,65,38,0.814766452081314
54,0,46,0.828146091947191
54,14,95,0.776132001986086
54,52,24,0.818732018314744
54,92,7,0.867117813214361
54,89,8,0.814851636531185
54,18,35,0.832751914620488
54,9,74,0.814279186153484
54,53,22,0.81920124600176
54,27,77,0.810584283899687
54,48,24,0.821211014810562
54,7,1,0.922864142088833
54,98,96,0.728102094065377
54,45,84,0.808582086042844
54,97,56,0.76914319251161
54,55,19,0.843847925232409
54,1,74,0.813736177475486
54,29,4,0.885244471528871
54,20,3,0.897247830670422
32,19,1,0.89426088827987
32,91,13,0.812861448314863
32,11,10,0.856470496296166
32,68,26,0.784474514951757
32,62,40,0.810480175257263
32,22,85,0.782663295163772
32,81,12,0.803824809502491
32,46,2,0.873747349257846
32,49,65,0.794636003650769
32,64,23,0.816382045867958
32,65,78,0.784736783167101
32,41,24,0.835570714867497
32,26,39,0.805295891575046
32,67,32,0.796323027372944
32,72,13,0.847687791970359
32,0,13,0.853490112564953
32,60,87,0.752953635484286
32,83,27,0.777055519017423
32,24,8,0.863738525914474
32,10,20,0.844595658306736
32,89,96,0.720620710908691
32,59,34,0.800322531790393
32,18,92,0.776829874314271
32,74,51,0.77649756751715
32,47,12,0.835708946867369
32,57,83,0.783696427505204
32,93,3,0.870705365012311
32,85,16,0.799279128107238
32,9,39,0.814946639241564
32,70,21,0.795201338011537
32,3,5,0.872094735188038
32,33,37,0.818237145873566
32,2,14,0.849124089397341
32,27,26,0.835077444648032
32,69,83,0.740287371848373
32,77,24,0.833614508489125
32,4,15,0.848260796257758
32,37,48,0.804874859931429
32,6,22,0.840036525583065
32,78,47,0.791981393603694
32,51,46,0.787118281170581
32,98,62,0.74681369716395
32,45,90,0.778469969349883
32,97,85,0.74955068139384
32,38,43,0.813014232487374
32,50,61,0.79810797788122
32,5,2,0.886042528591181
32,1,30,0.828679200701424
32,61,90,0.778181785760713
32,35,21,0.820397576906539
32,16,53,0.799612319972133
32,87,39,0.80332350516826
